ID;CaoSectors;SectorBranchesSIC2008;Version;Periods;MonthlyCaoWagesExclSpecialPayments_1;MonthlyCaoWagesInclSpecialPayments_2;HourlyCaoWagesExclSpecialPayments_3;HourlyCaoWagesInclSpecialPayments_4;MonthlyContractualWageCosts_5;HourlyContractualWageCosts_6;ContractualWorkingHours_7;MonthlyCaoWagesExclSpecialPayments_8;MonthlyCaoWagesInclSpecialPayments_9;HourlyCaoWagesExclSpecialPayments_10;HourlyCaoWagesInclSpecialPayments_11;MonthlyContractualWageCosts_12;HourlyContractualWageCosts_13;ContractualWorkingHours_14;PercentageOfCaoSConcluded_15
151;Total Collective labour agreement sector;A-U All economic activities;Current figures;2016 3rd quarter;107.9;108.5;107.8;108.3;110.0;109.9;100.1;2.0;2.1;2.0;2.0;2.1;2.1;0.0;100.0
152;Total Collective labour agreement sector;A-U All economic activities;Current figures;2016 October;108.0;108.5;107.9;108.4;110.1;110.0;100.1;1.9;1.9;1.9;1.9;2.0;2.0;0.0;100.0
153;Total Collective labour agreement sector;A-U All economic activities;Current figures;2016 November;108.0;108.5;107.9;108.4;110.1;110.0;100.1;1.8;1.9;1.8;1.9;1.9;1.9;0.0;100.0
154;Total Collective labour agreement sector;A-U All economic activities;Current figures;2016 December;108.0;108.5;107.9;108.4;110.1;110.0;100.1;1.7;1.7;1.7;1.7;1.9;1.9;0.0;100.0
155;Total Collective labour agreement sector;A-U All economic activities;Current figures;2016 4th quarter;108.0;108.5;107.9;108.4;110.1;110.0;100.1;1.8;1.8;1.8;1.8;1.9;1.9;0.0;100.0
156;Total Collective labour agreement sector;A-U All economic activities;Current figures;2016 year;107.6;108.2;107.4;108.0;109.8;109.6;100.1;1.8;1.9;1.7;1.8;2.0;2.0;0.0;100.0
157;Total Collective labour agreement sector;A-U All economic activities;Current figures;2017 January;108.6;109.2;108.4;109.0;111.3;111.1;100.1;1.5;1.4;1.4;1.3;1.8;1.8;0.0;100.0
158;Total Collective labour agreement sector;A-U All economic activities;Current figures;2017 February;108.6;109.2;108.4;109.0;111.3;111.1;100.1;1.5;1.4;1.4;1.3;1.8;1.8;0.0;100.0
159;Total Collective labour agreement sector;A-U All economic activities;Current figures;2017 March;108.6;109.2;108.4;109.1;111.4;111.2;100.1;1.4;1.4;1.4;1.4;1.9;1.8;0.0;100.0
160;Total Collective labour agreement sector;A-U All economic activities;Current figures;2017 1st quarter;108.6;109.2;108.4;109.0;111.3;111.1;100.1;1.4;1.4;1.4;1.3;1.8;1.7;0.0;100.0
161;Total Collective labour agreement sector;A-U All economic activities;Current figures;2017 April;108.7;109.3;108.5;109.2;111.5;111.3;100.1;1.4;1.3;1.3;1.3;1.8;1.7;0.0;100.0
162;Total Collective labour agreement sector;A-U All economic activities;Current figures;2017 May;108.7;109.4;108.6;109.2;111.5;111.3;100.1;1.3;1.4;1.4;1.3;1.7;1.7;0.0;100.0
163;Total Collective labour agreement sector;A-U All economic activities;Current figures;2017 June;108.8;109.4;108.6;109.2;111.5;111.3;100.1;1.4;1.4;1.3;1.3;1.7;1.6;0.0;100.0
164;Total Collective labour agreement sector;A-U All economic activities;Current figures;2017 2nd quarter;108.7;109.4;108.6;109.2;111.5;111.3;100.1;1.4;1.4;1.4;1.3;1.7;1.7;0.0;100.0
165;Total Collective labour agreement sector;A-U All economic activities;Current figures;2017 July;109.3;109.9;109.1;109.7;112.1;111.9;100.1;1.3;1.4;1.3;1.3;1.9;1.8;0.0;100.0
166;Total Collective labour agreement sector;A-U All economic activities;Current figures;2017 August;109.5;110.1;109.3;109.9;112.3;112.1;100.1;1.5;1.5;1.4;1.5;2.1;2.0;0.0;100.0
167;Total Collective labour agreement sector;A-U All economic activities;Current figures;2017 September;109.5;110.1;109.3;109.9;112.3;112.1;100.1;1.4;1.5;1.4;1.4;2.0;2.0;0.0;100.0
168;Total Collective labour agreement sector;A-U All economic activities;Current figures;2017 3rd quarter;109.4;110.0;109.2;109.8;112.2;112.0;100.1;1.4;1.4;1.3;1.4;2.0;1.9;0.0;100.0
169;Total Collective labour agreement sector;A-U All economic activities;Current figures;2017 October;109.6;110.2;109.4;110.0;112.3;112.1;100.1;1.5;1.6;1.4;1.5;2.0;1.9;0.0;100.0
170;Total Collective labour agreement sector;A-U All economic activities;Current figures;2017 November;109.6;110.2;109.4;110.0;112.4;112.2;100.1;1.5;1.6;1.4;1.5;2.1;2.0;0.0;100.0
171;Total Collective labour agreement sector;A-U All economic activities;Current figures;2017 December;109.6;110.2;109.5;110.0;112.4;112.2;100.1;1.5;1.6;1.5;1.5;2.1;2.0;0.0;100.0
172;Total Collective labour agreement sector;A-U All economic activities;Current figures;2017 4th quarter;109.6;110.2;109.4;110.0;112.4;112.2;100.1;1.5;1.6;1.4;1.5;2.1;2.0;0.0;100.0
173;Total Collective labour agreement sector;A-U All economic activities;Current figures;2017 year;109.1;109.7;108.9;109.5;111.9;111.7;100.1;1.4;1.4;1.4;1.4;1.9;1.9;0.0;100.0
174;Total Collective labour agreement sector;A-U All economic activities;Current figures;2018 January;110.3;111.2;110.1;111.0;113.9;113.7;100.1;1.6;1.8;1.6;1.8;2.3;2.3;0.0;100.0
175;Total Collective labour agreement sector;A-U All economic activities;Current figures;2018 February;110.4;111.2;110.2;111.0;113.9;113.7;100.1;1.7;1.8;1.7;1.8;2.3;2.3;0.0;100.0
176;Total Collective labour agreement sector;A-U All economic activities;Current figures;2018 March;110.4;111.3;110.2;111.1;114.0;113.8;100.1;1.7;1.9;1.7;1.8;2.3;2.3;0.0;100.0
177;Total Collective labour agreement sector;A-U All economic activities;Current figures;2018 1st quarter;110.4;111.2;110.2;111.0;113.9;113.7;100.1;1.7;1.8;1.7;1.8;2.3;2.3;0.0;100.0
178;Total Collective labour agreement sector;A-U All economic activities;Current figures;2018 April;110.5;111.3;110.3;111.1;114.0;113.8;100.1;1.7;1.8;1.7;1.7;2.2;2.2;0.0;100.0
179;Total Collective labour agreement sector;A-U All economic activities;Current figures;2018 May;110.6;111.4;110.4;111.2;114.1;113.9;100.1;1.7;1.8;1.7;1.8;2.3;2.3;0.0;100.0
180;Total Collective labour agreement sector;A-U All economic activities;Current figures;2018 June ;110.7;111.5;110.5;111.3;114.2;114.0;100.1;1.7;1.9;1.7;1.9;2.4;2.4;0.0;100.0
181;Total Collective labour agreement sector;A-U All economic activities;Current figures;2018 2nd quarter;110.6;111.4;110.4;111.2;114.1;113.9;100.1;1.7;1.8;1.7;1.8;2.3;2.3;0.0;100.0
182;Total Collective labour agreement sector;A-U All economic activities;Current figures;2018 July;111.4;112.2;111.2;112.0;115.0;114.8;100.1;1.9;2.1;1.9;2.1;2.6;2.6;0.0;100.0
183;Total Collective labour agreement sector;A-U All economic activities;Current figures;2018 August;111.6;112.3;111.4;112.1;115.1;114.9;100.1;1.9;2.0;1.9;2.0;2.5;2.5;0.0;100.0
184;Total Collective labour agreement sector;A-U All economic activities;Current figures;2018 September;111.8;112.4;111.6;112.2;115.1;115.0;100.1;2.1;2.1;2.1;2.1;2.5;2.6;0.0;100.0
185;Total Collective labour agreement sector;A-U All economic activities;Current figures;2018 3rd quarter;111.6;112.3;111.4;112.1;115.1;114.9;100.1;2.0;2.1;2.0;2.1;2.6;2.6;0.0;100.0
186;Total Collective labour agreement sector;A-U All economic activities;Current figures;2018 October;112.0;112.6;111.8;112.4;115.4;115.2;100.1;2.2;2.2;2.2;2.2;2.8;2.8;0.0;100.0
187;Total Collective labour agreement sector;A-U All economic activities;Current figures;2018 November;112.1;112.6;111.9;112.4;115.4;115.2;100.1;2.3;2.2;2.3;2.2;2.7;2.7;0.0;100.0
188;Total Collective labour agreement sector;A-U All economic activities;Current figures;2018 December;112.1;112.6;111.9;112.4;115.4;115.2;100.1;2.3;2.2;2.2;2.2;2.7;2.7;0.0;100.0
189;Total Collective labour agreement sector;A-U All economic activities;Current figures;2018 4th quarter;112.1;112.6;111.9;112.4;115.4;115.2;100.1;2.3;2.2;2.3;2.2;2.7;2.7;0.0;100.0
190;Total Collective labour agreement sector;A-U All economic activities;Current figures;2018 year;111.1;111.9;111.0;111.7;114.6;114.4;100.1;1.8;2.0;1.9;2.0;2.4;2.4;0.0;100.0
191;Total Collective labour agreement sector;A-U All economic activities;Current figures;2019 January;112.7;113.5;112.6;113.3;116.9;116.7;100.1;2.2;2.1;2.3;2.1;2.6;2.6;0.0;100.0
192;Total Collective labour agreement sector;A-U All economic activities;Current figures;2019 February;112.9;113.7;112.7;113.5;117.1;116.9;100.1;2.3;2.2;2.3;2.3;2.8;2.8;0.0;100.0
193;Total Collective labour agreement sector;A-U All economic activities;Current figures;2019 March;113.0;113.8;112.8;113.6;117.2;117.0;100.1;2.4;2.2;2.4;2.3;2.8;2.8;0.0;100.0
194;Total Collective labour agreement sector;A-U All economic activities;Current figures;2019 1st quarter;112.9;113.7;112.7;113.5;117.1;116.9;100.1;2.3;2.2;2.3;2.3;2.8;2.8;0.0;100.0
195;Total Collective labour agreement sector;A-U All economic activities;Current figures;2019 April;113.2;114.2;113.0;114.0;117.6;117.4;100.1;2.4;2.6;2.4;2.6;3.2;3.2;0.0;100.0
196;Total Collective labour agreement sector;A-U All economic activities;Current figures;2019 May;113.2;114.2;113.0;114.0;117.6;117.4;100.1;2.4;2.5;2.4;2.5;3.1;3.1;0.0;100.0
197;Total Collective labour agreement sector;A-U All economic activities;Current figures;2019 June;113.4;114.4;113.2;114.3;117.9;117.6;100.1;2.4;2.6;2.4;2.7;3.2;3.2;0.0;100.0
198;Total Collective labour agreement sector;A-U All economic activities;Current figures;2019 2nd quarter;113.3;114.3;113.1;114.1;117.7;117.5;100.1;2.4;2.6;2.4;2.6;3.2;3.2;0.0;100.0
199;Total Collective labour agreement sector;A-U All economic activities;Current figures;2019 July;114.1;115.1;114.0;115.0;118.5;118.4;100.1;2.4;2.6;2.5;2.7;3.0;3.1;0.0;100.0
200;Total Collective labour agreement sector;A-U All economic activities;Current figures;2019 August;114.2;115.2;114.1;115.1;118.7;118.5;100.1;2.3;2.6;2.4;2.7;3.1;3.1;0.0;100.0
201;Total Collective labour agreement sector;A-U All economic activities;Current figures;2019 September;114.3;115.3;114.2;115.2;118.7;118.6;100.1;2.2;2.6;2.3;2.7;3.1;3.1;0.0;100.0
202;Total Collective labour agreement sector;A-U All economic activities;Current figures;2019 3rd quarter;114.2;115.2;114.1;115.1;118.6;118.5;100.1;2.3;2.6;2.4;2.7;3.0;3.1;0.0;100.0
203;Total Collective labour agreement sector;A-U All economic activities;Current figures;2019 October;114.6;115.4;114.5;115.3;118.9;118.8;100.0;2.3;2.5;2.4;2.6;3.0;3.1;-0.1;100.0
204;Total Collective labour agreement sector;A-U All economic activities;Current figures;2019 November;114.6;115.5;114.6;115.4;119.0;118.9;100.0;2.2;2.6;2.4;2.7;3.1;3.2;-0.1;100.0
205;Total Collective labour agreement sector;A-U All economic activities;Current figures;2019 December;114.9;115.7;114.8;115.6;119.2;119.1;100.0;2.5;2.8;2.6;2.8;3.3;3.4;-0.1;100.0
206;Total Collective labour agreement sector;A-U All economic activities;Current figures;2019 4th quarter;114.7;115.5;114.6;115.5;119.0;118.9;100.0;2.3;2.6;2.4;2.8;3.1;3.2;-0.1;100.0
207;Total Collective labour agreement sector;A-U All economic activities;Current figures;2019 year;113.8;114.7;113.6;114.5;118.1;117.9;100.1;2.4;2.5;2.3;2.5;3.1;3.1;0.0;100.0
208;Total Collective labour agreement sector;A-U All economic activities;Current figures;2020 January;116.1;116.8;116.0;116.8;120.2;120.1;100.0;3.0;2.9;3.0;3.1;2.8;2.9;-0.1;100.0
209;Total Collective labour agreement sector;A-U All economic activities;Current figures;2020 February;116.2;116.9;116.2;116.9;120.3;120.2;100.0;2.9;2.8;3.1;3.0;2.7;2.8;-0.1;100.0
210;Total Collective labour agreement sector;A-U All economic activities;Current figures;2020 March;116.3;117.0;116.3;117.0;120.5;120.4;100.0;2.9;2.8;3.1;3.0;2.8;2.9;-0.1;100.0
211;Total Collective labour agreement sector;A-U All economic activities;Current figures;2020 1st quarter;116.2;116.9;116.2;116.9;120.3;120.3;100.0;2.9;2.8;3.1;3.0;2.7;2.9;-0.1;100.0
212;Total Collective labour agreement sector;A-U All economic activities;Current figures;2020 April;116.4;117.2;116.4;117.1;120.6;120.6;100.0;2.8;2.6;3.0;2.7;2.6;2.7;-0.1;100.0
213;Total Collective labour agreement sector;A-U All economic activities;Current figures;2020 May;116.5;117.2;116.4;117.2;120.7;120.6;100.0;2.9;2.6;3.0;2.8;2.6;2.7;-0.1;100.0
214;Total Collective labour agreement sector;A-U All economic activities;Current figures;2020 June;116.7;117.5;116.7;117.4;120.9;120.9;100.0;2.9;2.7;3.1;2.7;2.5;2.8;-0.1;100.0
215;Total Collective labour agreement sector;A-U All economic activities;Current figures;2020 2nd quarter;116.5;117.3;116.5;117.3;120.7;120.7;100.0;2.8;2.6;3.0;2.8;2.5;2.7;-0.1;100.0
216;Total Collective labour agreement sector;A-U All economic activities;Current figures;2020 July;117.7;118.5;117.7;118.4;122.0;121.9;100.0;3.2;3.0;3.2;3.0;3.0;3.0;-0.1;100.0
217;Total Collective labour agreement sector;A-U All economic activities;Current figures;2020 August;117.8;118.6;117.8;118.5;122.1;122.0;100.0;3.2;3.0;3.2;3.0;2.9;3.0;-0.1;100.0
218;Total Collective labour agreement sector;A-U All economic activities;Current figures;2020 September;117.8;118.6;117.8;118.6;122.1;122.1;100.0;3.1;2.9;3.2;3.0;2.9;3.0;-0.1;100.0
219;Total Collective labour agreement sector;A-U All economic activities;Current figures;2020 3rd quarter;117.8;118.5;117.7;118.5;122.0;122.0;100.0;3.2;2.9;3.2;3.0;2.9;3.0;-0.1;100.0
220;Total Collective labour agreement sector;A-U All economic activities;Current figures;2020 October;117.9;118.7;117.9;118.7;122.2;122.2;100.0;2.9;2.9;3.0;2.9;2.8;2.9;0.0;100.0
221;Total Collective labour agreement sector;A-U All economic activities;Current figures;2020 November;117.9;118.7;117.9;118.7;122.2;122.2;100.0;2.9;2.8;2.9;2.9;2.7;2.8;0.0;100.0
222;Total Collective labour agreement sector;A-U All economic activities;Current figures;2020 December;118.0;118.8;118.0;118.7;122.3;122.2;100.0;2.7;2.7;2.8;2.7;2.6;2.6;0.0;100.0
223;Total Collective labour agreement sector;A-U All economic activities;Current figures;2020 4th quarter;118.0;118.7;117.9;118.7;122.2;122.2;100.0;2.9;2.8;2.9;2.8;2.7;2.8;0.0;100.0
224;Total Collective labour agreement sector;A-U All economic activities;Current figures;2020 year;117.1;117.9;117.1;117.8;121.3;121.3;100.0;2.9;2.8;3.1;2.9;2.7;2.9;-0.1;100.0
225;Total Collective labour agreement sector;A-U All economic activities;Current figures;2021 January;118.6;119.5;118.6;119.5;123.6;123.6;100.0;2.2;2.3;2.2;2.3;2.8;2.9;0.0;100.0
226;Total Collective labour agreement sector;A-U All economic activities;Current figures;2021 February;118.6;119.6;118.6;119.6;123.7;123.7;100.0;2.1;2.3;2.1;2.3;2.8;2.9;0.0;100.0
227;Total Collective labour agreement sector;A-U All economic activities;Current figures;2021 March;118.7;119.7;118.7;119.7;123.8;123.8;100.0;2.1;2.3;2.1;2.3;2.7;2.8;0.0;100.0
228;Total Collective labour agreement sector;A-U All economic activities;Current figures;2021 1st quarter;118.6;119.6;118.6;119.6;123.7;123.7;100.0;2.1;2.3;2.1;2.3;2.8;2.8;0.0;100.0
229;Total Collective labour agreement sector;A-U All economic activities;Current figures;2021 April;118.9;119.8;118.9;119.8;123.9;123.9;100.0;2.1;2.2;2.1;2.3;2.7;2.7;0.0;100.0
230;Total Collective labour agreement sector;A-U All economic activities;Current figures;2021 May;118.9;119.9;118.9;119.9;124.0;124.0;100.0;2.1;2.3;2.1;2.3;2.7;2.8;0.0;100.0
231;Total Collective labour agreement sector;A-U All economic activities;Current figures;2021 June;119.1;120.0;119.1;120.0;124.2;124.2;100.0;2.1;2.1;2.1;2.2;2.7;2.7;0.0;100.0
232;Total Collective labour agreement sector;A-U All economic activities;Current figures;2021 2nd quarter;118.9;119.9;119.0;119.9;124.0;124.0;100.0;2.1;2.2;2.1;2.2;2.7;2.7;0.0;100.0
233;Total Collective labour agreement sector;A-U All economic activities;Current figures;2021 July;119.8;120.7;119.8;120.7;124.9;124.9;100.0;1.8;1.9;1.8;1.9;2.4;2.5;0.0;100.0
234;Total Collective labour agreement sector;A-U All economic activities;Current figures;2021 August;119.9;120.8;119.9;120.8;123.3;123.3;100.0;1.8;1.9;1.8;1.9;1.0;1.1;0.0;100.0
235;Total Collective labour agreement sector;A-U All economic activities;Current figures;2021 September;119.9;120.8;119.9;120.8;123.3;123.3;100.0;1.8;1.9;1.8;1.9;1.0;1.0;0.0;100.0
236;Total Collective labour agreement sector;A-U All economic activities;Current figures;2021 3rd quarter;119.9;120.8;119.9;120.8;123.8;123.8;100.0;1.8;1.9;1.9;1.9;1.5;1.5;0.0;100.0
237;Total Collective labour agreement sector;A-U All economic activities;Current figures;2021 October;120.1;121.0;120.1;121.0;123.4;123.4;100.0;1.9;1.9;1.9;1.9;1.0;1.0;0.0;100.0
238;Total Collective labour agreement sector;A-U All economic activities;Current figures;2021 November;120.1;121.0;120.1;121.0;123.4;123.4;100.0;1.9;1.9;1.9;1.9;1.0;1.0;0.0;100.0
239;Total Collective labour agreement sector;A-U All economic activities;Current figures;2021 December;120.2;121.0;120.2;121.0;123.5;123.5;100.0;1.9;1.9;1.9;1.9;1.0;1.1;0.0;100.0
240;Total Collective labour agreement sector;A-U All economic activities;Current figures;2021 4th quarter;120.1;121.0;120.1;121.0;123.4;123.4;100.0;1.8;1.9;1.9;1.9;1.0;1.0;0.0;100.0
241;Total Collective labour agreement sector;A-U All economic activities;Current figures;2021 year;119.4;120.3;119.4;120.3;123.8;123.7;100.0;2.0;2.0;2.0;2.1;2.1;2.0;0.0;100.0
242;Total Collective labour agreement sector;A-U All economic activities;Current figures;2022 January;121.5;122.6;121.5;122.6;126.4;126.5;100.0;2.4;2.6;2.4;2.6;2.3;2.3;0.0;100.0
243;Total Collective labour agreement sector;A-U All economic activities;Current figures;2022 February;121.6;122.7;121.7;122.7;126.6;126.6;100.0;2.5;2.6;2.6;2.6;2.3;2.3;0.0;100.0
244;Total Collective labour agreement sector;A-U All economic activities;Current figures;2022 March;121.9;123.0;122.0;123.0;126.9;126.9;100.0;2.7;2.8;2.8;2.8;2.5;2.5;0.0;100.0
245;Total Collective labour agreement sector;A-U All economic activities;Current figures;2022 1st quarter;121.7;122.8;121.7;122.8;126.6;126.7;100.0;2.6;2.7;2.6;2.7;2.3;2.4;0.0;100.0
246;Total Collective labour agreement sector;A-U All economic activities;Current figures;2022 April;122.3;123.4;122.3;123.4;127.4;127.4;100.0;2.9;3.0;2.9;3.0;2.8;2.8;0.0;100.0
247;Total Collective labour agreement sector;A-U All economic activities;Current figures;2022 May;122.4;123.6;122.5;123.6;127.5;127.5;100.0;2.9;3.1;3.0;3.1;2.8;2.8;0.0;100.0
248;Total Collective labour agreement sector;A-U All economic activities;Current figures;2022 June;122.6;123.7;122.7;123.7;127.8;127.8;100.0;2.9;3.1;3.0;3.1;2.9;2.9;0.0;100.0
249;Total Collective labour agreement sector;A-U All economic activities;Current figures;2022 2nd quarter;122.5;123.6;122.5;123.6;127.6;127.6;100.0;3.0;3.1;2.9;3.1;2.9;2.9;0.0;100.0
250;Total Collective labour agreement sector;A-U All economic activities;Current figures;2022 July;123.9;124.9;123.9;124.9;129.0;129.0;100.0;3.4;3.5;3.4;3.5;3.3;3.3;0.0;100.0
251;Total Collective labour agreement sector;A-U All economic activities;Current figures;2022 August;124.0;125.0;124.1;125.0;129.1;129.1;100.0;3.4;3.5;3.5;3.5;4.7;4.7;0.0;100.0
252;Total Collective labour agreement sector;A-U All economic activities;Current figures;2022 September;124.3;125.3;124.3;125.3;129.4;129.4;100.0;3.7;3.7;3.7;3.7;4.9;4.9;0.0;100.0
253;Total Collective labour agreement sector;A-U All economic activities;Current figures;2022 3rd quarter;124.1;125.0;124.1;125.1;129.1;129.2;100.0;3.5;3.5;3.5;3.6;4.3;4.4;0.0;100.0
254;Total Collective labour agreement sector;A-U All economic activities;Current figures;2022 October;124.4;125.4;124.4;125.5;129.5;129.6;100.0;3.6;3.6;3.6;3.7;4.9;5.0;0.0;100.0
255;Total Collective labour agreement sector;A-U All economic activities;Current figures;2022 November;124.4;125.5;124.4;125.5;129.6;129.6;100.0;3.6;3.7;3.6;3.7;5.0;5.0;0.0;100.0
256;Total Collective labour agreement sector;A-U All economic activities;Current figures;2022 December;124.6;125.7;124.6;125.7;129.8;129.8;100.0;3.7;3.9;3.7;3.9;5.1;5.1;0.0;100.0
257;Total Collective labour agreement sector;A-U All economic activities;Current figures;2022 4th quarter;124.4;125.5;124.5;125.5;129.6;129.6;100.0;3.6;3.7;3.7;3.7;5.0;5.0;0.0;100.0
258;Total Collective labour agreement sector;A-U All economic activities;Current figures;2022 year;123.2;124.2;123.2;124.2;128.2;128.3;100.0;3.2;3.2;3.2;3.2;3.6;3.7;0.0;100.0
