ID;Countries;Periods;TotalMenAndWomen_1;Men_2;Women_3;Unknown_4;AllAges_5;YoungerThan15Years_6;k_15To17Years_7;k_18YearsOrOlder_8
1559;Somalia;2003;440.0;300.0;130.0;10.0;440.0;110.0;70.0;260.0
1560;Somalia;2004 1st quarter;190.0;110.0;80.0;0.0;190.0;50.0;40.0;100.0
1561;Somalia;2004 2nd quarter;210.0;100.0;100.0;10.0;210.0;80.0;20.0;110.0
1562;Somalia;2004 3rd quarter;180.0;90.0;90.0;0.0;180.0;70.0;10.0;90.0
1563;Somalia;2004 4th quarter;220.0;90.0;130.0;0.0;220.0;90.0;20.0;110.0
1564;Somalia;2004;790.0;390.0;390.0;10.0;790.0;290.0;90.0;420.0
1565;Somalia;2005 1st quarter;200.0;110.0;100.0;;200.0;70.0;20.0;110.0
1566;Somalia;2005 2nd quarter;160.0;80.0;80.0;0.0;160.0;50.0;20.0;90.0
1567;Somalia;2005 3rd quarter;480.0;290.0;190.0;;480.0;120.0;20.0;340.0
1568;Somalia;2005 4th quarter;480.0;290.0;190.0;;480.0;80.0;20.0;370.0
1569;Somalia;2005;1320.0;750.0;560.0;0.0;1320.0;330.0;80.0;910.0
1570;Somalia;2006 1st quarter;260.0;160.0;100.0;;260.0;60.0;10.0;190.0
1571;Somalia;2006 2nd quarter;300.0;190.0;110.0;0.0;300.0;50.0;20.0;230.0
1572;Somalia;2006 3rd quarter;440.0;280.0;150.0;0.0;440.0;60.0;20.0;350.0
1573;Somalia;2006 4th quarter;470.0;310.0;160.0;;470.0;70.0;30.0;380.0
1574;Somalia;2006;1460.0;950.0;520.0;0.0;1460.0;240.0;80.0;1150.0
1575;Somalia;2007 1st quarter;570.0;350.0;220.0;0.0;570.0;80.0;30.0;460.0
1576;Somalia;2007 2nd quarter;410.0;260.0;150.0;;410.0;60.0;20.0;330.0
1577;Somalia;2007 3rd quarter;530.0;330.0;200.0;0.0;530.0;80.0;40.0;420.0
1578;Somalia;2007 4th quarter;500.0;320.0;180.0;;500.0;90.0;30.0;390.0
1579;Somalia;2007;2010.0;1260.0;740.0;0.0;2010.0;300.0;120.0;1590.0
1580;Somalia;2008 1st quarter;;;;;;;;
1581;Sri Lanka;1998 1st quarter;190.0;120.0;70.0;;190.0;40.0;20.0;130.0
1582;Sri Lanka;1998 2nd quarter;240.0;170.0;80.0;;240.0;20.0;20.0;210.0
1583;Sri Lanka;1998 3rd quarter;310.0;190.0;120.0;;310.0;20.0;20.0;260.0
1584;Sri Lanka;1998 4th quarter;310.0;200.0;110.0;0.0;310.0;40.0;20.0;250.0
1585;Sri Lanka;1998;1050.0;670.0;380.0;0.0;1050.0;120.0;80.0;850.0
1586;Sri Lanka;1999 1st quarter;180.0;110.0;70.0;0.0;180.0;30.0;20.0;140.0
1587;Sri Lanka;1999 2nd quarter;200.0;150.0;50.0;;200.0;30.0;20.0;160.0
1588;Sri Lanka;1999 3rd quarter;200.0;130.0;60.0;0.0;200.0;40.0;10.0;160.0
1589;Sri Lanka;1999 4th quarter;280.0;190.0;80.0;10.0;280.0;30.0;20.0;230.0
1590;Sri Lanka;1999;860.0;580.0;260.0;10.0;860.0;120.0;60.0;680.0
1591;Sri Lanka;2000 1st quarter;310.0;220.0;90.0;0.0;310.0;50.0;20.0;240.0
1592;Sri Lanka;2000 2nd quarter;220.0;150.0;60.0;0.0;220.0;30.0;10.0;180.0
1593;Sri Lanka;2000 3rd quarter;230.0;170.0;60.0;0.0;230.0;20.0;20.0;190.0
1594;Sri Lanka;2000 4th quarter;210.0;150.0;50.0;0.0;210.0;20.0;20.0;170.0
1595;Sri Lanka;2000;970.0;700.0;260.0;10.0;970.0;130.0;70.0;770.0
1596;Sri Lanka;2001 1st quarter;180.0;140.0;30.0;10.0;180.0;20.0;20.0;140.0
1597;Sri Lanka;2001 2nd quarter;180.0;130.0;40.0;0.0;180.0;20.0;10.0;150.0
1598;Sri Lanka;2001 3rd quarter;130.0;100.0;30.0;0.0;130.0;10.0;0.0;120.0
1599;Sri Lanka;2001 4th quarter;200.0;130.0;60.0;0.0;200.0;20.0;10.0;170.0
1600;Sri Lanka;2001;680.0;500.0;170.0;20.0;680.0;70.0;40.0;580.0
1601;Sri Lanka;2002 1st quarter;110.0;80.0;40.0;;110.0;10.0;10.0;100.0
1602;Sri Lanka;2002 2nd quarter;100.0;60.0;30.0;0.0;100.0;10.0;10.0;80.0
1603;Sri Lanka;2002 3rd quarter;50.0;40.0;10.0;0.0;50.0;10.0;0.0;40.0
1604;Sri Lanka;2002 4th quarter;40.0;20.0;10.0;;40.0;10.0;0.0;30.0
1605;Sri Lanka;2002;300.0;200.0;90.0;10.0;300.0;40.0;20.0;240.0
1606;Sri Lanka;2003 1st quarter;20.0;10.0;10.0;0.0;20.0;0.0;0.0;10.0
1607;Sri Lanka;2003 2nd quarter;10.0;10.0;10.0;;10.0;0.0;;10.0
1608;Sri Lanka;2003 3rd quarter;30.0;20.0;10.0;0.0;30.0;10.0;0.0;20.0
1609;Sri Lanka;2003 4th quarter;30.0;20.0;10.0;;30.0;0.0;0.0;30.0
1610;Sri Lanka;2003;100.0;60.0;40.0;0.0;100.0;20.0;10.0;80.0
1611;Sri Lanka;2004 1st quarter;30.0;20.0;10.0;0.0;30.0;10.0;;20.0
1612;Sri Lanka;2004 2nd quarter;10.0;10.0;10.0;0.0;10.0;0.0;;10.0
1613;Sri Lanka;2004 3rd quarter;;;;;;;;
1614;Sri Lanka;2004 4th quarter;20.0;10.0;10.0;;20.0;0.0;;20.0
1615;Sri Lanka;2004;80.0;50.0;30.0;0.0;80.0;20.0;0.0;50.0
1616;Sri Lanka;2005 1st quarter;20.0;10.0;10.0;0.0;20.0;10.0;;10.0
1617;Sri Lanka;2005 2nd quarter;10.0;10.0;0.0;;10.0;0.0;;10.0
1618;Sri Lanka;2005 3rd quarter;20.0;20.0;10.0;;20.0;0.0;;20.0
1619;Sri Lanka;2005 4th quarter;40.0;30.0;10.0;;40.0;10.0;0.0;30.0
1620;Sri Lanka;2005;90.0;60.0;30.0;0.0;90.0;20.0;0.0;70.0
1621;Sri Lanka;2006 1st quarter;70.0;50.0;20.0;;70.0;20.0;0.0;50.0
1622;Sri Lanka;2006 2nd quarter;40.0;30.0;20.0;;40.0;10.0;;30.0
1623;Sri Lanka;2006 3rd quarter;10.0;10.0;0.0;;10.0;;;10.0
1624;Sri Lanka;2006 4th quarter;20.0;20.0;10.0;;20.0;0.0;0.0;20.0
1625;Sri Lanka;2006;150.0;110.0;40.0;;150.0;30.0;10.0;110.0
1626;Sri Lanka;2007 1st quarter;30.0;30.0;0.0;;30.0;0.0;0.0;30.0
1627;Sri Lanka;2007 2nd quarter;70.0;50.0;10.0;0.0;70.0;10.0;0.0;60.0
1628;Sri Lanka;2007 3rd quarter;40.0;30.0;10.0;;40.0;0.0;0.0;30.0
1629;Sri Lanka;2007 4th quarter;20.0;20.0;10.0;;20.0;0.0;;20.0
1630;Sri Lanka;2007;160.0;130.0;30.0;0.0;160.0;10.0;0.0;140.0
1631;Sri Lanka;2008 1st quarter;;;;;;;;
1632;Sudan;1998 1st quarter;270.0;200.0;60.0;;270.0;40.0;40.0;190.0
1633;Sudan;1998 2nd quarter;340.0;270.0;70.0;;340.0;50.0;70.0;230.0
1634;Sudan;1998 3rd quarter;610.0;470.0;140.0;;610.0;90.0;140.0;390.0
1635;Sudan;1998 4th quarter;660.0;510.0;150.0;0.0;660.0;70.0;120.0;470.0
1636;Sudan;1998;1870.0;1450.0;420.0;0.0;1870.0;240.0;360.0;1270.0
1637;Sudan;1999 1st quarter;470.0;380.0;90.0;0.0;470.0;60.0;60.0;350.0
1638;Sudan;1999 2nd quarter;390.0;300.0;100.0;0.0;390.0;40.0;70.0;290.0
1639;Sudan;1999 3rd quarter;320.0;250.0;80.0;;320.0;30.0;60.0;230.0
1640;Sudan;1999 4th quarter;510.0;390.0;110.0;0.0;510.0;50.0;70.0;390.0
1641;Sudan;1999;1690.0;1310.0;380.0;10.0;1690.0;180.0;260.0;1260.0
1642;Sudan;2000 1st quarter;350.0;270.0;80.0;0.0;350.0;40.0;60.0;260.0
1643;Sudan;2000 2nd quarter;260.0;190.0;60.0;0.0;260.0;30.0;50.0;180.0
1644;Sudan;2000 3rd quarter;360.0;270.0;90.0;0.0;360.0;50.0;70.0;240.0
1645;Sudan;2000 4th quarter;450.0;370.0;80.0;0.0;450.0;50.0;60.0;340.0
1646;Sudan;2000;1410.0;1100.0;300.0;10.0;1410.0;170.0;230.0;1010.0
1647;Sudan;2001 1st quarter;270.0;210.0;60.0;10.0;270.0;30.0;30.0;210.0
1648;Sudan;2001 2nd quarter;150.0;110.0;40.0;0.0;150.0;20.0;10.0;110.0
1649;Sudan;2001 3rd quarter;210.0;160.0;50.0;0.0;210.0;30.0;10.0;170.0
1650;Sudan;2001 4th quarter;240.0;190.0;50.0;0.0;240.0;40.0;20.0;180.0
1651;Sudan;2001;870.0;660.0;200.0;10.0;870.0;110.0;80.0;680.0
1652;Sudan;2002 1st quarter;210.0;160.0;50.0;0.0;210.0;40.0;10.0;150.0
1653;Sudan;2002 2nd quarter;100.0;80.0;20.0;0.0;100.0;10.0;10.0;80.0
1654;Sudan;2002 3rd quarter;110.0;80.0;30.0;0.0;110.0;10.0;10.0;90.0
1655;Sudan;2002 4th quarter;100.0;70.0;20.0;0.0;100.0;10.0;10.0;80.0
1656;Sudan;2002;510.0;380.0;120.0;10.0;510.0;80.0;40.0;400.0
1657;Sudan;2003 1st quarter;110.0;80.0;20.0;10.0;110.0;20.0;10.0;80.0
1658;Sudan;2003 2nd quarter;80.0;60.0;20.0;0.0;80.0;10.0;0.0;60.0
1659;Sudan;2003 3rd quarter;50.0;30.0;20.0;0.0;50.0;10.0;0.0;40.0
1660;Sudan;2003 4th quarter;60.0;40.0;20.0;;60.0;10.0;10.0;40.0
1661;Sudan;2003;290.0;210.0;70.0;10.0;290.0;40.0;20.0;230.0
1662;Sudan;2004 1st quarter;40.0;30.0;10.0;0.0;40.0;10.0;0.0;20.0
1663;Sudan;2004 2nd quarter;60.0;40.0;20.0;0.0;60.0;20.0;0.0;40.0
1664;Sudan;2004 3rd quarter;70.0;40.0;30.0;;70.0;20.0;0.0;50.0
1665;Sudan;2004 4th quarter;90.0;50.0;40.0;0.0;90.0;30.0;10.0;50.0
1666;Sudan;2004;250.0;160.0;90.0;10.0;250.0;80.0;20.0;160.0
1667;Sudan;2005 1st quarter;80.0;50.0;30.0;0.0;80.0;30.0;0.0;50.0
1668;Sudan;2005 2nd quarter;90.0;50.0;40.0;;90.0;30.0;10.0;50.0
1669;Sudan;2005 3rd quarter;90.0;60.0;40.0;;90.0;30.0;10.0;50.0
1670;Sudan;2005 4th quarter;80.0;50.0;30.0;;80.0;20.0;10.0;60.0
1671;Sudan;2005;340.0;210.0;130.0;0.0;340.0;110.0;20.0;210.0
1672;Sudan;2006 1st quarter;110.0;70.0;40.0;;110.0;30.0;10.0;80.0
1673;Sudan;2006 2nd quarter;120.0;70.0;50.0;;120.0;40.0;10.0;70.0
1674;Sudan;2006 3rd quarter;40.0;30.0;10.0;;40.0;10.0;0.0;30.0
1675;Sudan;2006 4th quarter;50.0;30.0;20.0;;50.0;10.0;0.0;30.0
1676;Sudan;2006;320.0;200.0;120.0;;320.0;100.0;10.0;210.0
1677;Sudan;2007 1st quarter;40.0;20.0;10.0;;40.0;10.0;;30.0
1678;Sudan;2007 2nd quarter;30.0;20.0;10.0;;30.0;0.0;0.0;20.0
1679;Sudan;2007 3rd quarter;20.0;10.0;10.0;;20.0;0.0;;20.0
1680;Sudan;2007 4th quarter;10.0;10.0;10.0;;10.0;0.0;0.0;10.0
1681;Sudan;2007;100.0;60.0;40.0;;100.0;20.0;10.0;80.0
1682;Sudan;2008 1st quarter;;;;;;;;
1683;Surinam;1998 1st quarter;;;;;;;;
1684;Surinam;1998 2nd quarter;0.0;0.0;0.0;;0.0;;;0.0
1685;Surinam;1998 3rd quarter;0.0;0.0;;;0.0;;;0.0
1686;Surinam;1998 4th quarter;0.0;0.0;;;0.0;;;0.0
1687;Surinam;1998;10.0;10.0;0.0;;10.0;;;10.0
1688;Surinam;1999 1st quarter;0.0;0.0;;;0.0;;;0.0
1689;Surinam;1999 2nd quarter;10.0;10.0;10.0;;10.0;10.0;0.0;0.0
1690;Surinam;1999 3rd quarter;0.0;0.0;0.0;;0.0;;0.0;0.0
1691;Surinam;1999 4th quarter;;;;;;;;
1692;Surinam;1999;10.0;10.0;10.0;;10.0;10.0;0.0;10.0
1693;Surinam;2000 1st quarter;;;;;;;;
1694;Surinam;2000 2nd quarter;0.0;0.0;;0.0;0.0;;;0.0
1695;Surinam;2000 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
1696;Surinam;2000 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
1697;Surinam;2000;10.0;0.0;0.0;0.0;10.0;0.0;;10.0
1698;Surinam;2001 1st quarter;10.0;0.0;0.0;0.0;10.0;0.0;;0.0
1699;Surinam;2001 2nd quarter;0.0;0.0;;;0.0;;;0.0
1700;Surinam;2001 3rd quarter;0.0;0.0;;;0.0;;;0.0
1701;Surinam;2001 4th quarter;0.0;0.0;0.0;;0.0;;;0.0
1702;Surinam;2001;10.0;10.0;0.0;0.0;10.0;0.0;;10.0
1703;Surinam;2002 1st quarter;0.0;0.0;0.0;;0.0;;;0.0
1704;Surinam;2002 2nd quarter;;;;;;;;
1705;Surinam;2002 3rd quarter;;;;;;;;
1706;Surinam;2002 4th quarter;;;;;;;;
1707;Surinam;2002;0.0;0.0;0.0;;0.0;;;0.0
1708;Surinam;2003 1st quarter;0.0;0.0;;;0.0;;;0.0
1709;Surinam;2003 2nd quarter;;;;;;;;
1710;Surinam;2003 3rd quarter;;;;;;;;
1711;Surinam;2003 4th quarter;0.0;;0.0;;0.0;;;0.0
1712;Surinam;2003;0.0;0.0;0.0;;0.0;;;0.0
1713;Surinam;2004 1st quarter;0.0;;;0.0;0.0;;;0.0
1714;Surinam;2004 2nd quarter;0.0;0.0;;;0.0;;;0.0
1715;Surinam;2004 3rd quarter;;;;;;;;
1716;Surinam;2004 4th quarter;0.0;;;0.0;0.0;;;0.0
1717;Surinam;2004;0.0;0.0;;0.0;0.0;;;0.0
1718;Surinam;2005 1st quarter;;;;;;;;
1719;Surinam;2005 2nd quarter;0.0;0.0;;;0.0;;;0.0
1720;Surinam;2005 3rd quarter;0.0;0.0;;;0.0;;;0.0
1721;Surinam;2005 4th quarter;;;;;;;;
1722;Surinam;2005;0.0;0.0;;;0.0;;;0.0
1723;Surinam;2006 1st quarter;;;;;;;;
1724;Surinam;2006 2nd quarter;;;;;;;;
1725;Surinam;2006 3rd quarter;;;;;;;;
1726;Surinam;2006 4th quarter;;;;;;;;
1727;Surinam;2006;;;;;;;;
1728;Surinam;2007 1st quarter;;;;;;;;
1729;Surinam;2007 2nd quarter;0.0;0.0;0.0;;0.0;;;0.0
1730;Surinam;2007 3rd quarter;;;;;;;;
1731;Surinam;2007 4th quarter;;;;;;;;
1732;Surinam;2007;0.0;0.0;0.0;;0.0;;;0.0
1733;Surinam;2008 1st quarter;;;;;;;;
1734;Syria;1998 1st quarter;150.0;90.0;70.0;;150.0;50.0;10.0;90.0
1735;Syria;1998 2nd quarter;120.0;70.0;50.0;;120.0;20.0;0.0;90.0
1736;Syria;1998 3rd quarter;290.0;170.0;130.0;;290.0;100.0;10.0;180.0
1737;Syria;1998 4th quarter;260.0;180.0;90.0;;260.0;80.0;10.0;180.0
1738;Syria;1998;830.0;500.0;320.0;;830.0;260.0;30.0;540.0
1739;Syria;1999 1st quarter;210.0;130.0;80.0;;210.0;70.0;10.0;140.0
1740;Syria;1999 2nd quarter;190.0;120.0;70.0;;190.0;60.0;10.0;120.0
1741;Syria;1999 3rd quarter;210.0;130.0;70.0;;210.0;60.0;20.0;140.0
1742;Syria;1999 4th quarter;250.0;160.0;90.0;;250.0;60.0;20.0;170.0
1743;Syria;1999;850.0;540.0;310.0;;850.0;250.0;50.0;560.0
1744;Syria;2000 1st quarter;260.0;170.0;100.0;;260.0;70.0;10.0;180.0
1745;Syria;2000 2nd quarter;220.0;150.0;80.0;0.0;220.0;60.0;10.0;150.0
1746;Syria;2000 3rd quarter;280.0;160.0;120.0;;280.0;90.0;10.0;180.0
1747;Syria;2000 4th quarter;320.0;200.0;120.0;;320.0;80.0;20.0;210.0
1748;Syria;2000;1080.0;670.0;400.0;0.0;1080.0;300.0;60.0;720.0
1749;Syria;2001 1st quarter;170.0;110.0;50.0;0.0;170.0;50.0;10.0;110.0
1750;Syria;2001 2nd quarter;140.0;90.0;50.0;0.0;140.0;20.0;10.0;110.0
1751;Syria;2001 3rd quarter;90.0;60.0;30.0;;90.0;20.0;0.0;70.0
1752;Syria;2001 4th quarter;130.0;80.0;40.0;0.0;130.0;40.0;10.0;90.0
1753;Syria;2001;520.0;340.0;170.0;10.0;520.0;130.0;30.0;360.0
1754;Syria;2002 1st quarter;120.0;80.0;40.0;0.0;120.0;20.0;10.0;90.0
1755;Syria;2002 2nd quarter;60.0;40.0;20.0;0.0;60.0;10.0;;40.0
1756;Syria;2002 3rd quarter;90.0;60.0;40.0;;90.0;30.0;0.0;60.0
1757;Syria;2002 4th quarter;50.0;30.0;20.0;;50.0;10.0;0.0;40.0
1758;Syria;2002;320.0;210.0;110.0;0.0;320.0;70.0;10.0;240.0
1759;Syria;2003 1st quarter;60.0;30.0;20.0;0.0;60.0;10.0;0.0;40.0
1760;Syria;2003 2nd quarter;60.0;40.0;20.0;;60.0;10.0;0.0;50.0
1761;Syria;2003 3rd quarter;60.0;40.0;20.0;0.0;60.0;20.0;;40.0
1762;Syria;2003 4th quarter;50.0;30.0;20.0;0.0;50.0;10.0;0.0;40.0
1763;Syria;2003;230.0;140.0;90.0;0.0;230.0;60.0;10.0;170.0
1764;Syria;2004 1st quarter;50.0;20.0;20.0;10.0;50.0;10.0;0.0;30.0
1765;Syria;2004 2nd quarter;50.0;30.0;20.0;0.0;50.0;20.0;0.0;30.0
1766;Syria;2004 3rd quarter;40.0;20.0;10.0;;40.0;10.0;0.0;30.0
1767;Syria;2004 4th quarter;50.0;30.0;20.0;0.0;50.0;10.0;0.0;30.0
1768;Syria;2004;180.0;100.0;70.0;10.0;180.0;50.0;10.0;120.0
1769;Syria;2005 1st quarter;60.0;30.0;30.0;;60.0;20.0;0.0;40.0
1770;Syria;2005 2nd quarter;60.0;30.0;30.0;;60.0;20.0;0.0;40.0
1771;Syria;2005 3rd quarter;40.0;30.0;20.0;0.0;40.0;10.0;0.0;40.0
1772;Syria;2005 4th quarter;120.0;60.0;50.0;;120.0;30.0;10.0;80.0
1773;Syria;2005;280.0;160.0;120.0;0.0;280.0;60.0;20.0;200.0
1774;Syria;2006 1st quarter;80.0;50.0;30.0;;80.0;10.0;0.0;60.0
1775;Syria;2006 2nd quarter;120.0;70.0;50.0;;120.0;30.0;10.0;80.0
1776;Syria;2006 3rd quarter;60.0;30.0;30.0;;60.0;20.0;;40.0
1777;Syria;2006 4th quarter;40.0;20.0;20.0;;40.0;0.0;0.0;40.0
1778;Syria;2006;290.0;170.0;120.0;;290.0;60.0;10.0;220.0
1779;Syria;2007 1st quarter;50.0;30.0;20.0;;50.0;20.0;0.0;30.0
1780;Syria;2007 2nd quarter;10.0;0.0;10.0;;10.0;;0.0;10.0
1781;Syria;2007 3rd quarter;20.0;10.0;10.0;;20.0;0.0;;10.0
1782;Syria;2007 4th quarter;20.0;10.0;10.0;;20.0;0.0;0.0;10.0
1783;Syria;2007;90.0;50.0;40.0;;90.0;20.0;10.0;70.0
1784;Syria;2008 1st quarter;;;;;;;;
1785;Turkey;1998 1st quarter;270.0;180.0;90.0;0.0;270.0;90.0;20.0;170.0
1786;Turkey;1998 2nd quarter;270.0;190.0;80.0;0.0;270.0;70.0;20.0;180.0
1787;Turkey;1998 3rd quarter;340.0;230.0;110.0;;340.0;120.0;20.0;190.0
1788;Turkey;1998 4th quarter;350.0;260.0;80.0;0.0;350.0;70.0;30.0;250.0
1789;Turkey;1998;1220.0;860.0;360.0;10.0;1220.0;350.0;90.0;780.0
1790;Turkey;1999 1st quarter;310.0;240.0;70.0;0.0;310.0;70.0;20.0;220.0
1791;Turkey;1999 2nd quarter;310.0;220.0;90.0;0.0;310.0;90.0;10.0;210.0
1792;Turkey;1999 3rd quarter;360.0;230.0;120.0;10.0;360.0;100.0;30.0;220.0
1793;Turkey;1999 4th quarter;510.0;390.0;120.0;0.0;510.0;120.0;50.0;340.0
1794;Turkey;1999;1490.0;1080.0;390.0;20.0;1490.0;380.0;110.0;1000.0
1795;Turkey;2000 1st quarter;550.0;380.0;160.0;10.0;550.0;170.0;30.0;360.0
1796;Turkey;2000 2nd quarter;540.0;380.0;150.0;10.0;540.0;160.0;30.0;350.0
1797;Turkey;2000 3rd quarter;540.0;350.0;180.0;10.0;540.0;180.0;40.0;330.0
1798;Turkey;2000 4th quarter;620.0;470.0;130.0;20.0;620.0;130.0;60.0;430.0
1799;Turkey;2000;2250.0;1590.0;620.0;40.0;2250.0;640.0;140.0;1470.0
1800;Turkey;2001 1st quarter;480.0;350.0;110.0;20.0;480.0;100.0;30.0;350.0
1801;Turkey;2001 2nd quarter;370.0;260.0;100.0;10.0;370.0;90.0;20.0;260.0
1802;Turkey;2001 3rd quarter;280.0;210.0;60.0;20.0;280.0;50.0;20.0;220.0
1803;Turkey;2001 4th quarter;270.0;180.0;70.0;20.0;270.0;60.0;20.0;190.0
1804;Turkey;2001;1400.0;1000.0;340.0;60.0;1400.0;310.0;80.0;1010.0
1805;Turkey;2002 1st quarter;220.0;150.0;60.0;20.0;220.0;50.0;10.0;160.0
1806;Turkey;2002 2nd quarter;150.0;100.0;40.0;10.0;150.0;30.0;0.0;110.0
1807;Turkey;2002 3rd quarter;170.0;120.0;30.0;20.0;170.0;30.0;10.0;140.0
1808;Turkey;2002 4th quarter;100.0;80.0;10.0;10.0;100.0;10.0;0.0;90.0
1809;Turkey;2002;640.0;450.0;140.0;50.0;640.0;110.0;30.0;500.0
1810;Turkey;2003 1st quarter;130.0;100.0;30.0;10.0;130.0;20.0;;120.0
1811;Turkey;2003 2nd quarter;120.0;90.0;20.0;10.0;120.0;30.0;0.0;90.0
1812;Turkey;2003 3rd quarter;90.0;70.0;20.0;0.0;90.0;10.0;10.0;70.0
1813;Turkey;2003 4th quarter;80.0;60.0;10.0;0.0;80.0;10.0;10.0;60.0
1814;Turkey;2003;410.0;310.0;80.0;20.0;410.0;60.0;10.0;340.0
1815;Turkey;2004 1st quarter;100.0;60.0;30.0;10.0;100.0;10.0;10.0;80.0
1816;Turkey;2004 2nd quarter;90.0;60.0;20.0;0.0;90.0;20.0;0.0;60.0
1817;Turkey;2004 3rd quarter;50.0;40.0;20.0;;50.0;10.0;0.0;40.0
1818;Turkey;2004 4th quarter;100.0;60.0;40.0;0.0;100.0;30.0;0.0;70.0
1819;Turkey;2004;340.0;220.0;100.0;10.0;340.0;70.0;10.0;260.0
1820;Turkey;2005 1st quarter;80.0;60.0;20.0;0.0;80.0;10.0;10.0;60.0
1821;Turkey;2005 2nd quarter;70.0;50.0;20.0;;70.0;20.0;10.0;50.0
1822;Turkey;2005 3rd quarter;60.0;40.0;20.0;;60.0;10.0;0.0;50.0
1823;Turkey;2005 4th quarter;80.0;50.0;30.0;;80.0;20.0;0.0;60.0
1824;Turkey;2005;290.0;210.0;80.0;0.0;290.0;60.0;20.0;210.0
1825;Turkey;2006 1st quarter;90.0;60.0;30.0;;90.0;20.0;10.0;60.0
1826;Turkey;2006 2nd quarter;110.0;70.0;30.0;;110.0;30.0;10.0;70.0
1827;Turkey;2006 3rd quarter;80.0;50.0;30.0;;80.0;20.0;0.0;60.0
1828;Turkey;2006 4th quarter;70.0;50.0;20.0;;70.0;10.0;0.0;50.0
1829;Turkey;2006;340.0;230.0;110.0;;340.0;70.0;20.0;250.0
1830;Turkey;2007 1st quarter;50.0;40.0;20.0;0.0;50.0;20.0;;40.0
1831;Turkey;2007 2nd quarter;20.0;20.0;0.0;;20.0;;;20.0
1832;Turkey;2007 3rd quarter;30.0;30.0;10.0;;30.0;0.0;;30.0
1833;Turkey;2007 4th quarter;40.0;30.0;10.0;;40.0;0.0;0.0;40.0
1834;Turkey;2007;150.0;110.0;40.0;0.0;150.0;20.0;0.0;130.0
1835;Turkey;2008 1st quarter;;;;;;;;
1836;Other Africa;1998 1st quarter;640.0;470.0;170.0;;640.0;100.0;110.0;430.0
1837;Other Africa;1998 2nd quarter;640.0;490.0;150.0;0.0;640.0;60.0;120.0;450.0
1838;Other Africa;1998 3rd quarter;820.0;610.0;210.0;0.0;820.0;100.0;170.0;550.0
1839;Other Africa;1998 4th quarter;910.0;640.0;270.0;0.0;910.0;150.0;180.0;580.0
1840;Other Africa;1998;3000.0;2210.0;790.0;10.0;3000.0;410.0;580.0;2020.0
1841;Other Africa;1999 1st quarter;800.0;580.0;220.0;0.0;800.0;140.0;130.0;530.0
1842;Other Africa;1999 2nd quarter;700.0;510.0;180.0;10.0;700.0;110.0;130.0;460.0
1843;Other Africa;1999 3rd quarter;810.0;590.0;210.0;0.0;810.0;140.0;140.0;520.0
1844;Other Africa;1999 4th quarter;960.0;680.0;260.0;10.0;960.0;150.0;180.0;630.0
1845;Other Africa;1999;3260.0;2360.0;880.0;20.0;3260.0;540.0;580.0;2140.0
1846;Other Africa;2000 1st quarter;960.0;730.0;210.0;20.0;960.0;120.0;190.0;650.0
1847;Other Africa;2000 2nd quarter;800.0;570.0;210.0;20.0;800.0;100.0;160.0;540.0
1848;Other Africa;2000 3rd quarter;840.0;590.0;240.0;20.0;840.0;110.0;180.0;560.0
1849;Other Africa;2000 4th quarter;1040.0;740.0;280.0;20.0;1040.0;100.0;220.0;720.0
1850;Other Africa;2000;3640.0;2620.0;940.0;80.0;3640.0;420.0;740.0;2480.0
1851;Other Africa;2001 1st quarter;960.0;660.0;270.0;30.0;960.0;100.0;170.0;700.0
1852;Other Africa;2001 2nd quarter;830.0;600.0;200.0;30.0;830.0;80.0;160.0;590.0
1853;Other Africa;2001 3rd quarter;930.0;680.0;230.0;20.0;930.0;100.0;180.0;650.0
1854;Other Africa;2001 4th quarter;1040.0;730.0;290.0;20.0;1040.0;120.0;200.0;720.0
1855;Other Africa;2001;3760.0;2670.0;990.0;100.0;3760.0;390.0;710.0;2660.0
1856;Other Africa;2002 1st quarter;990.0;730.0;240.0;20.0;990.0;90.0;210.0;700.0
1857;Other Africa;2002 2nd quarter;830.0;610.0;190.0;20.0;830.0;60.0;190.0;580.0
1858;Other Africa;2002 3rd quarter;840.0;590.0;230.0;20.0;840.0;110.0;140.0;590.0
1859;Other Africa;2002 4th quarter;720.0;490.0;200.0;30.0;720.0;60.0;110.0;560.0
1860;Other Africa;2002;3380.0;2430.0;870.0;90.0;3380.0;310.0;640.0;2430.0
1861;Other Africa;2003 1st quarter;620.0;400.0;190.0;30.0;620.0;60.0;100.0;460.0
1862;Other Africa;2003 2nd quarter;450.0;300.0;130.0;20.0;450.0;50.0;50.0;350.0
1863;Other Africa;2003 3rd quarter;510.0;350.0;150.0;10.0;510.0;70.0;60.0;380.0
1864;Other Africa;2003 4th quarter;490.0;320.0;150.0;20.0;490.0;60.0;50.0;370.0
1865;Other Africa;2003;2060.0;1360.0;610.0;80.0;2060.0;230.0;260.0;1570.0
1866;Other Africa;2004 1st quarter;430.0;270.0;140.0;30.0;430.0;70.0;40.0;320.0
1867;Other Africa;2004 2nd quarter;320.0;210.0;100.0;10.0;320.0;50.0;20.0;250.0
1868;Other Africa;2004 3rd quarter;360.0;210.0;150.0;0.0;360.0;70.0;40.0;260.0
