ID;TypeArbeidsongeschiktheidsuitkering;MateVanArbeidsongeschiktheid;HoofdcategorieDiagnoseIndelingCAS;Perioden;Arbeidsongeschiktheidsuitkeringen_1
1059;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2018;0
1060;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2019;0
1061;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2020;0
1062;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2015;0
1063;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2016;0
1064;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2017;0
1065;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2018;0
1066;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2019;0
1067;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2020;0
1068;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2015;0
1069;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2016;0
1070;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2017;0
1071;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2018;0
1072;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2019;0
1073;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2020;0
1074;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2015;0
1075;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2016;0
1076;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2017;0
1077;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2018;0
1078;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2019;0
1079;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2020;0
1080;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2015;0
1081;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2016;0
1082;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2017;0
1083;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2018;0
1084;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2019;0
1085;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2020;0
1086;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2015;0
1087;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2016;0
1088;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2017;0
1089;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2018;0
1090;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2019;0
1091;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2020;0
1092;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Totaal;2015;72090
1093;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Totaal;2016;85130
1094;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Totaal;2017;98250
1095;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Totaal;2018;113040
1096;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Totaal;2019;127620
1097;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Totaal;2020;137080
1098;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2015;2620
1099;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2016;3040
1100;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2017;3460
1101;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2018;3980
1102;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2019;4490
1103;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2020;4860
1104;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Psychische stoornissen;2015;13300
1105;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Psychische stoornissen;2016;16830
1106;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Psychische stoornissen;2017;20470
1107;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Psychische stoornissen;2018;24580
1108;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Psychische stoornissen;2019;28950
1109;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Psychische stoornissen;2020;31770
1110;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2015;1270
1111;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2016;1540
1112;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2017;1820
1113;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2018;2140
1114;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2019;2510
1115;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2020;2880
1116;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2015;16370
1117;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2016;19470
1118;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2017;22600
1119;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2018;26410
1120;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2019;30040
1121;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2020;32140
1122;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2015;14980
1123;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2016;17260
1124;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2017;19500
1125;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2018;21830
1126;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2019;23920
1127;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2020;25380
1128;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2015;11060
1129;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2016;12410
1130;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2017;13790
1131;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2018;15200
1132;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2019;16400
1133;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2020;17160
1134;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2015;4190
1135;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2016;4800
1136;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2017;5340
1137;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2018;5960
1138;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2019;6600
1139;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2020;6950
1140;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2015;2410
1141;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2016;2890
1142;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2017;3380
1143;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2018;3910
1144;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2019;4390
1145;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2020;4720
1146;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2015;360
1147;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2016;440
1148;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2017;530
1149;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2018;590
1150;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2019;660
1151;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2020;730
1152;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2015;3420
1153;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2016;4000
1154;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2017;4490
1155;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2018;5160
1156;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2019;5880
1157;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2020;6300
1158;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2015;30
1159;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2016;40
1160;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2017;40
1161;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2018;50
1162;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2019;60
1163;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2020;70
1164;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2015;2080
1165;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2016;2420
1166;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2017;2810
1167;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2018;3250
1168;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2019;3710
1169;WIA-uitkering, regeling IVA;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2020;4110
1170;WIA-uitkering, regeling IVA;Onbekend;Totaal;2015;0
1171;WIA-uitkering, regeling IVA;Onbekend;Totaal;2016;0
1172;WIA-uitkering, regeling IVA;Onbekend;Totaal;2017;0
1173;WIA-uitkering, regeling IVA;Onbekend;Totaal;2018;0
1174;WIA-uitkering, regeling IVA;Onbekend;Totaal;2019;0
1175;WIA-uitkering, regeling IVA;Onbekend;Totaal;2020;0
1176;WIA-uitkering, regeling IVA;Onbekend;Algemene en endocriene ziekten;2015;0
1177;WIA-uitkering, regeling IVA;Onbekend;Algemene en endocriene ziekten;2016;0
1178;WIA-uitkering, regeling IVA;Onbekend;Algemene en endocriene ziekten;2017;0
1179;WIA-uitkering, regeling IVA;Onbekend;Algemene en endocriene ziekten;2018;0
1180;WIA-uitkering, regeling IVA;Onbekend;Algemene en endocriene ziekten;2019;0
1181;WIA-uitkering, regeling IVA;Onbekend;Algemene en endocriene ziekten;2020;0
1182;WIA-uitkering, regeling IVA;Onbekend;Psychische stoornissen;2015;0
1183;WIA-uitkering, regeling IVA;Onbekend;Psychische stoornissen;2016;0
1184;WIA-uitkering, regeling IVA;Onbekend;Psychische stoornissen;2017;0
1185;WIA-uitkering, regeling IVA;Onbekend;Psychische stoornissen;2018;0
1186;WIA-uitkering, regeling IVA;Onbekend;Psychische stoornissen;2019;0
1187;WIA-uitkering, regeling IVA;Onbekend;Psychische stoornissen;2020;0
1188;WIA-uitkering, regeling IVA;Onbekend;Ontwikkelingsstoornissen;2015;0
1189;WIA-uitkering, regeling IVA;Onbekend;Ontwikkelingsstoornissen;2016;0
1190;WIA-uitkering, regeling IVA;Onbekend;Ontwikkelingsstoornissen;2017;0
1191;WIA-uitkering, regeling IVA;Onbekend;Ontwikkelingsstoornissen;2018;0
1192;WIA-uitkering, regeling IVA;Onbekend;Ontwikkelingsstoornissen;2019;0
1193;WIA-uitkering, regeling IVA;Onbekend;Ontwikkelingsstoornissen;2020;0
1194;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het bot- en spierstelsel;2015;0
1195;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het bot- en spierstelsel;2016;0
1196;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het bot- en spierstelsel;2017;0
1197;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het bot- en spierstelsel;2018;0
1198;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het bot- en spierstelsel;2019;0
1199;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het bot- en spierstelsel;2020;0
1200;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2015;0
1201;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2016;0
1202;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2017;0
1203;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2018;0
1204;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2019;0
1205;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2020;0
1206;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het hartvaatstelsel en bloed;2015;0
1207;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het hartvaatstelsel en bloed;2016;0
1208;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het hartvaatstelsel en bloed;2017;0
1209;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het hartvaatstelsel en bloed;2018;0
1210;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het hartvaatstelsel en bloed;2019;0
1211;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het hartvaatstelsel en bloed;2020;0
1212;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het ademhalingsstelsel;2015;0
1213;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het ademhalingsstelsel;2016;0
1214;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het ademhalingsstelsel;2017;0
1215;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het ademhalingsstelsel;2018;0
1216;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het ademhalingsstelsel;2019;0
1217;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het ademhalingsstelsel;2020;0
1218;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het spijsverteringsstelsel;2015;0
1219;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het spijsverteringsstelsel;2016;0
1220;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het spijsverteringsstelsel;2017;0
1221;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het spijsverteringsstelsel;2018;0
1222;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het spijsverteringsstelsel;2019;0
1223;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het spijsverteringsstelsel;2020;0
1224;WIA-uitkering, regeling IVA;Onbekend;Ziekten van huid en subcutis;2015;0
1225;WIA-uitkering, regeling IVA;Onbekend;Ziekten van huid en subcutis;2016;0
1226;WIA-uitkering, regeling IVA;Onbekend;Ziekten van huid en subcutis;2017;0
1227;WIA-uitkering, regeling IVA;Onbekend;Ziekten van huid en subcutis;2018;0
1228;WIA-uitkering, regeling IVA;Onbekend;Ziekten van huid en subcutis;2019;0
1229;WIA-uitkering, regeling IVA;Onbekend;Ziekten van huid en subcutis;2020;0
1230;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het urogenitaal stelsel;2015;0
1231;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het urogenitaal stelsel;2016;0
1232;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het urogenitaal stelsel;2017;0
1233;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het urogenitaal stelsel;2018;0
1234;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het urogenitaal stelsel;2019;0
1235;WIA-uitkering, regeling IVA;Onbekend;Ziekten van het urogenitaal stelsel;2020;0
1236;WIA-uitkering, regeling IVA;Onbekend;Ziekte bij zwangerschap en bevalling;2015;0
1237;WIA-uitkering, regeling IVA;Onbekend;Ziekte bij zwangerschap en bevalling;2016;0
1238;WIA-uitkering, regeling IVA;Onbekend;Ziekte bij zwangerschap en bevalling;2017;0
1239;WIA-uitkering, regeling IVA;Onbekend;Ziekte bij zwangerschap en bevalling;2018;0
1240;WIA-uitkering, regeling IVA;Onbekend;Ziekte bij zwangerschap en bevalling;2019;0
1241;WIA-uitkering, regeling IVA;Onbekend;Ziekte bij zwangerschap en bevalling;2020;0
1242;WIA-uitkering, regeling IVA;Onbekend;Medische oorzaak onbekend;2015;0
1243;WIA-uitkering, regeling IVA;Onbekend;Medische oorzaak onbekend;2016;0
1244;WIA-uitkering, regeling IVA;Onbekend;Medische oorzaak onbekend;2017;0
1245;WIA-uitkering, regeling IVA;Onbekend;Medische oorzaak onbekend;2018;0
1246;WIA-uitkering, regeling IVA;Onbekend;Medische oorzaak onbekend;2019;0
1247;WIA-uitkering, regeling IVA;Onbekend;Medische oorzaak onbekend;2020;0
1248;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Totaal;2015;15100
1249;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Totaal;2016;13520
1250;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Totaal;2017;12090
1251;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Totaal;2018;10800
1252;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Totaal;2019;9730
1253;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Totaal;2020;8420
1254;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2015;960
1255;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2016;820
1256;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2017;680
1257;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2018;570
1258;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2019;480
1259;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2020;390
1260;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2015;3520
1261;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2016;3200
1262;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2017;2880
1263;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2018;2620
1264;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2019;2400
1265;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2020;2080
1266;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2015;10
1267;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2016;10
1268;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2017;0
1269;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2018;10
1270;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2019;20
1271;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2020;20
1272;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2015;6290
1273;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2016;5640
1274;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2017;5050
1275;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2018;4520
1276;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2019;4080
1277;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2020;3520
1278;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2015;1850
1279;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2016;1680
1280;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2017;1540
1281;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2018;1420
1282;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2019;1300
1283;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2020;1160
1284;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2015;1220
1285;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2016;1060
1286;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2017;920
1287;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2018;800
1288;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2019;700
1289;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2020;580
1290;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2015;260
1291;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2016;240
1292;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2017;200
1293;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2018;170
1294;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2019;150
1295;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2020;120
1296;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2015;400
1297;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2016;350
1298;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2017;300
1299;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2018;270
1300;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2019;240
1301;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2020;220
1302;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2015;100
1303;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2016;80
1304;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2017;80
1305;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2018;70
1306;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2019;60
1307;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2020;50
1308;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2015;350
1309;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2016;310
1310;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2017;280
1311;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2018;240
1312;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2019;200
1313;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2020;180
1314;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2015;30
1315;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2016;30
1316;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2017;30
1317;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2018;30
1318;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2019;30
1319;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2020;30
1320;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2015;110
1321;WAZ-uitkering;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2016;100
