ID;Regions;Periods;BusinessRelatedOvernightStays_1
698;West-Nederland (LD);2013 October;1030
699;West-Nederland (LD);2013 November;900
700;West-Nederland (LD);2013 December;650
701;West-Nederland (LD);2013 4th quarter;2590
702;West-Nederland (LD);2013;10790
703;West-Nederland (LD);2014 January;710
704;West-Nederland (LD);2014 February;740
705;West-Nederland (LD);2014 March;920
706;West-Nederland (LD);2014 1st quarter;2370
707;West-Nederland (LD);2014 April;1040
708;West-Nederland (LD);2014 May;1120
709;West-Nederland (LD);2014 June;1080
710;West-Nederland (LD);2014 2nd quarter;3240
711;West-Nederland (LD);2014 July;880
712;West-Nederland (LD);2014 August;940
713;West-Nederland (LD);2014 September;1100
714;West-Nederland (LD);2014 3rd quarter;2930
715;West-Nederland (LD);2014 October;1070
716;West-Nederland (LD);2014 November;900
717;West-Nederland (LD);2014 December;700
718;West-Nederland (LD);2014 4th quarter;2660
719;West-Nederland (LD);2014;11210
720;West-Nederland (LD);2015 January;740
721;West-Nederland (LD);2015 February;770
722;West-Nederland (LD);2015 March;880
723;West-Nederland (LD);2015 1st quarter;2390
724;West-Nederland (LD);2015 April;1050
725;West-Nederland (LD);2015 May;1100
726;West-Nederland (LD);2015 June;1030
727;West-Nederland (LD);2015 2nd quarter;3180
728;West-Nederland (LD);2015 July;910
729;West-Nederland (LD);2015 August;960
730;West-Nederland (LD);2015 September;1090
731;West-Nederland (LD);2015 3rd quarter;2960
732;West-Nederland (LD);2015 October;1090
733;West-Nederland (LD);2015 November;890
734;West-Nederland (LD);2015 December;690
735;West-Nederland (LD);2015 4th quarter;2670
736;West-Nederland (LD);2015;11190
737;West-Nederland (LD);2016 January;780
738;West-Nederland (LD);2016 February;850
739;West-Nederland (LD);2016 March;1010
740;West-Nederland (LD);2016 1st quarter;2650
741;West-Nederland (LD);2016 April;1090
742;West-Nederland (LD);2016 May;1150
743;West-Nederland (LD);2016 June;1070
744;West-Nederland (LD);2016 2nd quarter;3310
745;West-Nederland (LD);2016 July;930
746;West-Nederland (LD);2016 August;930
747;West-Nederland (LD);2016 September;1150
748;West-Nederland (LD);2016 3rd quarter;3020
749;West-Nederland (LD);2016 October;1130
750;West-Nederland (LD);2016 November;960
751;West-Nederland (LD);2016 December;750
752;West-Nederland (LD);2016 4th quarter;2830
753;West-Nederland (LD);2016;11810
754;West-Nederland (LD);2017 January;840
755;West-Nederland (LD);2017 February;880
756;West-Nederland (LD);2017 March;1030
757;West-Nederland (LD);2017 1st quarter;2750
758;West-Nederland (LD);2017 April;1210
759;West-Nederland (LD);2017 May;1210
760;West-Nederland (LD);2017 June;1220
761;West-Nederland (LD);2017 2nd quarter;3630
762;West-Nederland (LD);2017 July;1060
763;West-Nederland (LD);2017 August;1070
764;West-Nederland (LD);2017 September;1250
765;West-Nederland (LD);2017 3rd quarter;3370
766;West-Nederland (LD);2017 October;1230
767;West-Nederland (LD);2017 November;1070
768;West-Nederland (LD);2017 December;870
769;West-Nederland (LD);2017 4th quarter;3170
770;West-Nederland (LD);2017;12930
771;West-Nederland (LD);2018 January;950
772;West-Nederland (LD);2018 February;930
773;West-Nederland (LD);2018 March;1130
774;West-Nederland (LD);2018 1st quarter;3010
775;West-Nederland (LD);2018 April;1200
776;West-Nederland (LD);2018 May;1250
777;West-Nederland (LD);2018 June;1240
778;West-Nederland (LD);2018 2nd quarter;3690
779;West-Nederland (LD);2018 July;1110
780;West-Nederland (LD);2018 August;1040
781;West-Nederland (LD);2018 September;1290
782;West-Nederland (LD);2018 3rd quarter;3440
783;West-Nederland (LD);2018 October;1260
784;West-Nederland (LD);2018 November;1050
785;West-Nederland (LD);2018 December;820
786;West-Nederland (LD);2018 4th quarter;3130
787;West-Nederland (LD);2018;13270
788;West-Nederland (LD);2019 January;960
789;West-Nederland (LD);2019 February;960
790;West-Nederland (LD);2019 March;1180
791;West-Nederland (LD);2019 1st quarter;3100
792;West-Nederland (LD);2019 April;1340
793;West-Nederland (LD);2019 May;1320
794;West-Nederland (LD);2019 June;1360
795;West-Nederland (LD);2019 2nd quarter;4010
796;West-Nederland (LD);2019 July;1160
797;West-Nederland (LD);2019 August;1210
798;West-Nederland (LD);2019 September;1340
799;West-Nederland (LD);2019 3rd quarter;3710
800;West-Nederland (LD);2019 October;1400
801;West-Nederland (LD);2019 November;1170
802;West-Nederland (LD);2019 December;920
803;West-Nederland (LD);2019 4th quarter;3490
804;West-Nederland (LD);2019;14310
805;West-Nederland (LD);2020 January;990
806;West-Nederland (LD);2020 February;1000
807;West-Nederland (LD);2020 March;480
808;West-Nederland (LD);2020 1st quarter;2470
809;West-Nederland (LD);2020 April;130
810;West-Nederland (LD);2020 May;150
811;West-Nederland (LD);2020 June;270
812;West-Nederland (LD);2020 2nd quarter;550
813;West-Nederland (LD);2020 July;340
814;West-Nederland (LD);2020 August;380
815;West-Nederland (LD);2020 September;370
816;West-Nederland (LD);2020 3rd quarter;1090
817;West-Nederland (LD);2020 October;260
818;West-Nederland (LD);2020 November;210
819;West-Nederland (LD);2020 December;190
820;West-Nederland (LD);2020 4th quarter;650
821;West-Nederland (LD);2020;4770
822;West-Nederland (LD);2021 January;170
823;West-Nederland (LD);2021 February;180
824;West-Nederland (LD);2021 March;210
825;West-Nederland (LD);2021 1th quarter;560
826;West-Nederland (LD);2021 April;230
827;West-Nederland (LD);2021 May;320
828;West-Nederland (LD);2021 June;360
829;West-Nederland (LD);2021 2nd quarter;910
830;West-Nederland (LD);2021 July;430
831;West-Nederland (LD);2021 August;510
832;West-Nederland (LD);2021 September;590
833;West-Nederland (LD);2021 3rd quarter;1530
834;West-Nederland (LD);2021 October;720
835;West-Nederland (LD);2021 November;560
836;West-Nederland (LD);2021 December;280
837;West-Nederland (LD);2021 4th quarter;1560
838;West-Nederland (LD);2021;4560
839;West-Nederland (LD);2022 January;260
840;West-Nederland (LD);2022 February;460
841;West-Nederland (LD);2022 March;700
842;West-Nederland (LD);2022 1th quarter;1420
843;West-Nederland (LD);2022 April;960
844;West-Nederland (LD);2022 May;1060
845;West-Nederland (LD);2022 June;1110
846;West-Nederland (LD);2022 2nd quarter;3130
847;West-Nederland (LD);2022 July;930
848;West-Nederland (LD);2022 August;890
849;West-Nederland (LD);2022 September;1120
850;West-Nederland (LD);2022 3rd quarter;2940
851;West-Nederland (LD);2022 October;1130
852;West-Nederland (LD);2022 November;950
853;West-Nederland (LD);2022 December;730
854;West-Nederland (LD);2022 4th quarter;2810
855;West-Nederland (LD);2022;10290
856;West-Nederland (LD);2023 January;680
857;West-Nederland (LD);2023 February;740
858;West-Nederland (LD);2023 March;940
859;West-Nederland (LD);2023 1st quarter;2360
860;West-Nederland (LD);2023 April;1000
861;West-Nederland (LD);2023 May;1000
862;West-Nederland (LD);2023 June;1010
863;West-Nederland (LD);2023 2nd quarter;3020
864;West-Nederland (LD);2023 July;900
865;West-Nederland (LD);2023 August;890
866;West-Nederland (LD);2023 September;970
867;West-Nederland (LD);2023 3rd quarter;2760
868;West-Nederland (LD);2023 October;1050
869;West-Nederland (LD);2023 November;890
870;West-Nederland (LD);2023 December;700
871;West-Nederland (LD);2023 4th quarter;2650
872;West-Nederland (LD);2023;10790
873;West-Nederland (LD);2024 January;720
874;West-Nederland (LD);2024 February;750
875;West-Nederland (LD);2024 March;950
876;West-Nederland (LD);2024 1st quarter;2410
877;West-Nederland (LD);2024 April;960
878;West-Nederland (LD);2024 May;1050
879;West-Nederland (LD);2024 June;1020
880;West-Nederland (LD);2024 2nd quarter;3030
881;West-Nederland (LD);2024 July;860
882;West-Nederland (LD);2024 August;840
883;West-Nederland (LD);2024 September;1060
884;West-Nederland (LD);2024 3rd quarter;2790
885;West-Nederland (LD);2024 October;950
886;West-Nederland (LD);2024 November;940
887;West-Nederland (LD);2024 December;720
888;West-Nederland (LD);2024 4th quarter;2610
889;West-Nederland (LD);2024;10850
890;West-Nederland (LD);2025 January;750
891;West-Nederland (LD);2025 February;740
892;Zuid-Nederland (LD);2012 January;180
893;Zuid-Nederland (LD);2012 February;180
894;Zuid-Nederland (LD);2012 March;240
895;Zuid-Nederland (LD);2012 1st quarter;600
896;Zuid-Nederland (LD);2012 April;240
897;Zuid-Nederland (LD);2012 May;250
898;Zuid-Nederland (LD);2012 June;240
899;Zuid-Nederland (LD);2012 2nd quarter;730
900;Zuid-Nederland (LD);2012 July;170
901;Zuid-Nederland (LD);2012 August;200
902;Zuid-Nederland (LD);2012 September;250
903;Zuid-Nederland (LD);2012 3rd quarter;620
904;Zuid-Nederland (LD);2012 October;230
905;Zuid-Nederland (LD);2012 November;220
906;Zuid-Nederland (LD);2012 December;180
907;Zuid-Nederland (LD);2012 4th quarter;620
908;Zuid-Nederland (LD);2012;2570
909;Zuid-Nederland (LD);2013 January;160
910;Zuid-Nederland (LD);2013 February;170
911;Zuid-Nederland (LD);2013 March;210
912;Zuid-Nederland (LD);2013 1st quarter;540
913;Zuid-Nederland (LD);2013 April;210
914;Zuid-Nederland (LD);2013 May;230
915;Zuid-Nederland (LD);2013 June;240
916;Zuid-Nederland (LD);2013 2nd quarter;670
917;Zuid-Nederland (LD);2013 July;170
918;Zuid-Nederland (LD);2013 August;190
919;Zuid-Nederland (LD);2013 September;220
920;Zuid-Nederland (LD);2013 3rd quarter;580
921;Zuid-Nederland (LD);2013 October;240
922;Zuid-Nederland (LD);2013 November;210
923;Zuid-Nederland (LD);2013 December;170
924;Zuid-Nederland (LD);2013 4th quarter;620
925;Zuid-Nederland (LD);2013;2420
926;Zuid-Nederland (LD);2014 January;160
927;Zuid-Nederland (LD);2014 February;170
928;Zuid-Nederland (LD);2014 March;200
929;Zuid-Nederland (LD);2014 1st quarter;540
930;Zuid-Nederland (LD);2014 April;210
931;Zuid-Nederland (LD);2014 May;240
932;Zuid-Nederland (LD);2014 June;230
933;Zuid-Nederland (LD);2014 2nd quarter;690
934;Zuid-Nederland (LD);2014 July;190
935;Zuid-Nederland (LD);2014 August;200
936;Zuid-Nederland (LD);2014 September;240
937;Zuid-Nederland (LD);2014 3rd quarter;620
938;Zuid-Nederland (LD);2014 October;240
939;Zuid-Nederland (LD);2014 November;220
940;Zuid-Nederland (LD);2014 December;190
941;Zuid-Nederland (LD);2014 4th quarter;660
942;Zuid-Nederland (LD);2014;2510
943;Zuid-Nederland (LD);2015 January;190
944;Zuid-Nederland (LD);2015 February;190
945;Zuid-Nederland (LD);2015 March;240
946;Zuid-Nederland (LD);2015 1st quarter;620
947;Zuid-Nederland (LD);2015 April;240
948;Zuid-Nederland (LD);2015 May;260
949;Zuid-Nederland (LD);2015 June;250
950;Zuid-Nederland (LD);2015 2nd quarter;750
951;Zuid-Nederland (LD);2015 July;220
952;Zuid-Nederland (LD);2015 August;210
953;Zuid-Nederland (LD);2015 September;260
954;Zuid-Nederland (LD);2015 3rd quarter;690
955;Zuid-Nederland (LD);2015 October;260
956;Zuid-Nederland (LD);2015 November;250
957;Zuid-Nederland (LD);2015 December;200
958;Zuid-Nederland (LD);2015 4th quarter;710
959;Zuid-Nederland (LD);2015;2770
960;Zuid-Nederland (LD);2016 January;190
961;Zuid-Nederland (LD);2016 February;200
962;Zuid-Nederland (LD);2016 March;240
963;Zuid-Nederland (LD);2016 1st quarter;620
964;Zuid-Nederland (LD);2016 April;240
965;Zuid-Nederland (LD);2016 May;260
966;Zuid-Nederland (LD);2016 June;250
967;Zuid-Nederland (LD);2016 2nd quarter;760
968;Zuid-Nederland (LD);2016 July;230
969;Zuid-Nederland (LD);2016 August;220
970;Zuid-Nederland (LD);2016 September;260
971;Zuid-Nederland (LD);2016 3rd quarter;710
972;Zuid-Nederland (LD);2016 October;280
973;Zuid-Nederland (LD);2016 November;240
974;Zuid-Nederland (LD);2016 December;200
975;Zuid-Nederland (LD);2016 4th quarter;720
976;Zuid-Nederland (LD);2016;2810
977;Zuid-Nederland (LD);2017 January;200
978;Zuid-Nederland (LD);2017 February;220
979;Zuid-Nederland (LD);2017 March;260
980;Zuid-Nederland (LD);2017 1st quarter;680
981;Zuid-Nederland (LD);2017 April;280
982;Zuid-Nederland (LD);2017 May;280
983;Zuid-Nederland (LD);2017 June;290
984;Zuid-Nederland (LD);2017 2nd quarter;850
985;Zuid-Nederland (LD);2017 July;260
986;Zuid-Nederland (LD);2017 August;250
987;Zuid-Nederland (LD);2017 September;310
988;Zuid-Nederland (LD);2017 3rd quarter;820
989;Zuid-Nederland (LD);2017 October;290
990;Zuid-Nederland (LD);2017 November;280
991;Zuid-Nederland (LD);2017 December;240
992;Zuid-Nederland (LD);2017 4th quarter;810
993;Zuid-Nederland (LD);2017;3160
994;Zuid-Nederland (LD);2018 January;220
995;Zuid-Nederland (LD);2018 February;230
996;Zuid-Nederland (LD);2018 March;260
997;Zuid-Nederland (LD);2018 1st quarter;710
998;Zuid-Nederland (LD);2018 April;290
999;Zuid-Nederland (LD);2018 May;300
1000;Zuid-Nederland (LD);2018 June;300
1001;Zuid-Nederland (LD);2018 2nd quarter;900
1002;Zuid-Nederland (LD);2018 July;250
1003;Zuid-Nederland (LD);2018 August;270
1004;Zuid-Nederland (LD);2018 September;300
1005;Zuid-Nederland (LD);2018 3rd quarter;820
1006;Zuid-Nederland (LD);2018 October;310
1007;Zuid-Nederland (LD);2018 November;280
1008;Zuid-Nederland (LD);2018 December;230
1009;Zuid-Nederland (LD);2018 4th quarter;830
1010;Zuid-Nederland (LD);2018;3250
1011;Zuid-Nederland (LD);2019 January;230
1012;Zuid-Nederland (LD);2019 February;210
1013;Zuid-Nederland (LD);2019 March;270
1014;Zuid-Nederland (LD);2019 1st quarter;710
1015;Zuid-Nederland (LD);2019 April;280
1016;Zuid-Nederland (LD);2019 May;290
1017;Zuid-Nederland (LD);2019 June;310
1018;Zuid-Nederland (LD);2019 2nd quarter;880
1019;Zuid-Nederland (LD);2019 July;260
1020;Zuid-Nederland (LD);2019 August;260
1021;Zuid-Nederland (LD);2019 September;310
1022;Zuid-Nederland (LD);2019 3rd quarter;830
1023;Zuid-Nederland (LD);2019 October;330
1024;Zuid-Nederland (LD);2019 November;270
1025;Zuid-Nederland (LD);2019 December;220
1026;Zuid-Nederland (LD);2019 4th quarter;820
1027;Zuid-Nederland (LD);2019;3240
1028;Zuid-Nederland (LD);2020 January;240
1029;Zuid-Nederland (LD);2020 February;250
1030;Zuid-Nederland (LD);2020 March;120
1031;Zuid-Nederland (LD);2020 1st quarter;610
1032;Zuid-Nederland (LD);2020 April;40
1033;Zuid-Nederland (LD);2020 May;50
1034;Zuid-Nederland (LD);2020 June;90
1035;Zuid-Nederland (LD);2020 2nd quarter;180
1036;Zuid-Nederland (LD);2020 July;120
1037;Zuid-Nederland (LD);2020 August;120
1038;Zuid-Nederland (LD);2020 September;150
1039;Zuid-Nederland (LD);2020 3rd quarter;390
1040;Zuid-Nederland (LD);2020 October;120
1041;Zuid-Nederland (LD);2020 November;90
1042;Zuid-Nederland (LD);2020 December;70
1043;Zuid-Nederland (LD);2020 4th quarter;280
1044;Zuid-Nederland (LD);2020;1450
1045;Zuid-Nederland (LD);2021 January;50
1046;Zuid-Nederland (LD);2021 February;60
1047;Zuid-Nederland (LD);2021 March;70
1048;Zuid-Nederland (LD);2021 1th quarter;180
1049;Zuid-Nederland (LD);2021 April;80
1050;Zuid-Nederland (LD);2021 May;130
1051;Zuid-Nederland (LD);2021 June;170
1052;Zuid-Nederland (LD);2021 2nd quarter;380
1053;Zuid-Nederland (LD);2021 July;170
1054;Zuid-Nederland (LD);2021 August;170
1055;Zuid-Nederland (LD);2021 September;230
1056;Zuid-Nederland (LD);2021 3rd quarter;560
1057;Zuid-Nederland (LD);2021 October;240
1058;Zuid-Nederland (LD);2021 November;200
1059;Zuid-Nederland (LD);2021 December;90
1060;Zuid-Nederland (LD);2021 4th quarter;530
1061;Zuid-Nederland (LD);2021;1650
1062;Zuid-Nederland (LD);2022 January;90
1063;Zuid-Nederland (LD);2022 February;150
1064;Zuid-Nederland (LD);2022 March;210
1065;Zuid-Nederland (LD);2022 1th quarter;460
1066;Zuid-Nederland (LD);2022 April;250
1067;Zuid-Nederland (LD);2022 May;300
1068;Zuid-Nederland (LD);2022 June;310
1069;Zuid-Nederland (LD);2022 2nd quarter;860
1070;Zuid-Nederland (LD);2022 July;270
1071;Zuid-Nederland (LD);2022 August;230
1072;Zuid-Nederland (LD);2022 September;310
1073;Zuid-Nederland (LD);2022 3rd quarter;810
1074;Zuid-Nederland (LD);2022 October;340
1075;Zuid-Nederland (LD);2022 November;290
1076;Zuid-Nederland (LD);2022 December;220
1077;Zuid-Nederland (LD);2022 4th quarter;850
1078;Zuid-Nederland (LD);2022;2970
1079;Zuid-Nederland (LD);2023 January;200
1080;Zuid-Nederland (LD);2023 February;230
1081;Zuid-Nederland (LD);2023 March;270
1082;Zuid-Nederland (LD);2023 1st quarter;700
1083;Zuid-Nederland (LD);2023 April;290
1084;Zuid-Nederland (LD);2023 May;290
1085;Zuid-Nederland (LD);2023 June;270
1086;Zuid-Nederland (LD);2023 2nd quarter;850
1087;Zuid-Nederland (LD);2023 July;240
1088;Zuid-Nederland (LD);2023 August;210
1089;Zuid-Nederland (LD);2023 September;250
1090;Zuid-Nederland (LD);2023 3rd quarter;700
1091;Zuid-Nederland (LD);2023 October;290
1092;Zuid-Nederland (LD);2023 November;230
1093;Zuid-Nederland (LD);2023 December;190
1094;Zuid-Nederland (LD);2023 4th quarter;710
1095;Zuid-Nederland (LD);2023;2970
1096;Zuid-Nederland (LD);2024 January;220
1097;Zuid-Nederland (LD);2024 February;200
1098;Zuid-Nederland (LD);2024 March;250
1099;Zuid-Nederland (LD);2024 1st quarter;670
1100;Zuid-Nederland (LD);2024 April;260
1101;Zuid-Nederland (LD);2024 May;290
1102;Zuid-Nederland (LD);2024 June;290
1103;Zuid-Nederland (LD);2024 2nd quarter;840
1104;Zuid-Nederland (LD);2024 July;240
1105;Zuid-Nederland (LD);2024 August;240
1106;Zuid-Nederland (LD);2024 September;280
1107;Zuid-Nederland (LD);2024 3rd quarter;760
1108;Zuid-Nederland (LD);2024 October;280
1109;Zuid-Nederland (LD);2024 November;280
1110;Zuid-Nederland (LD);2024 December;220
1111;Zuid-Nederland (LD);2024 4th quarter;770
1112;Zuid-Nederland (LD);2024;3050
1113;Zuid-Nederland (LD);2025 January;220
1114;Zuid-Nederland (LD);2025 February;200
1115;Groningen (PV);2012 January;30
1116;Groningen (PV);2012 February;30
1117;Groningen (PV);2012 March;30
1118;Groningen (PV);2012 1st quarter;80
1119;Groningen (PV);2012 April;20
1120;Groningen (PV);2012 May;30
1121;Groningen (PV);2012 June;30
1122;Groningen (PV);2012 2nd quarter;80
1123;Groningen (PV);2012 July;20
1124;Groningen (PV);2012 August;30
1125;Groningen (PV);2012 September;30
1126;Groningen (PV);2012 3rd quarter;90
1127;Groningen (PV);2012 October;30
1128;Groningen (PV);2012 November;30
1129;Groningen (PV);2012 December;20
1130;Groningen (PV);2012 4th quarter;80
1131;Groningen (PV);2012;330
1132;Groningen (PV);2013 January;20
1133;Groningen (PV);2013 February;20
1134;Groningen (PV);2013 March;20
1135;Groningen (PV);2013 1st quarter;60
1136;Groningen (PV);2013 April;30
1137;Groningen (PV);2013 May;30
1138;Groningen (PV);2013 June;30
1139;Groningen (PV);2013 2nd quarter;80
1140;Groningen (PV);2013 July;20
1141;Groningen (PV);2013 August;30
1142;Groningen (PV);2013 September;30
1143;Groningen (PV);2013 3rd quarter;70
1144;Groningen (PV);2013 October;30
1145;Groningen (PV);2013 November;20
