ID;Geslacht;Leeftijd;Geboortegeneratie;TotaalMetPartner_1;BeideWerkzaam_2;ZelfWerkzaamPartnerNietWerkzaam_3;ZelfNietWerkzaamPartnerWerkzaam_4;BeideNietWerkzaam_5;TotaalZonderPartner_6;Werkzaam_7;NietWerkzaam_8;AandeelVanTotaalArbeidsuren_9;TotaalAantalArbeidsuren_10;Totaal_11;BeideKleineParttimeBaan_12;KleineParttimeBaanEnGroteParttime_13;KleineParttimeBaanEnFulltimeBaan_14;BeideGroteParttimeBaan_15;GroteParttimeBaanEnFulltimeBaan_16;BeidePartnersFulltimeBaan_17;Totaal_18;EenKleineParttimeBaan_19;EenGroteParttimeBaan_20;EenFulltimeBaan_21;BeidePartnersNietWerkzaam_22;Werkzaam_23;NietWerkzaam_24
758;Vrouwen;25 jaar;1965 tot 1970;69.1;49.9;3.0;12.8;3.4;30.9;23.9;7.0;38.0;72.6;72.2;;0.7;4.3;2.2;25.6;39.1;22.9;0.8;2.7;19.4;4.8;77.4;22.6
759;Vrouwen;25 jaar;1970 tot 1975;66.7;49.9;2.5;11.4;2.9;33.3;24.8;8.6;38.5;72.7;74.9;;0.6;4.7;2.1;25.5;42.0;20.8;0.6;2.7;17.4;4.3;74.3;25.7
760;Vrouwen;25 jaar;1975 tot 1980;64.0;48.5;2.5;10.8;2.2;36.0;27.9;8.1;38.7;71.5;75.7;;0.9;4.1;2.8;30.4;37.5;20.8;0.9;2.9;17.0;3.4;77.5;22.5
761;Vrouwen;25 jaar;1980 tot 1985;59.0;46.2;1.8;9.6;1.3;41.0;31.7;9.3;37.9;70.5;78.4;;0.9;4.1;3.5;35.5;34.3;19.4;0.6;2.5;16.3;2.2;77.3;22.7
762;Vrouwen;25 jaar;1985 tot 1990;54.3;42.0;2.4;8.0;1.8;45.7;34.1;11.6;38.9;68.4;77.4;;2.2;4.0;5.2;38.3;27.6;19.2;0.9;4.1;14.1;3.4;74.7;25.3
763;Vrouwen;25 jaar;1990 tot 1995;45.2;36.0;1.7;6.1;1.4;54.8;41.8;13.0;39.9;69.3;79.6;;1.8;4.3;5.8;37.5;30.0;17.2;1.0;3.7;12.5;3.1;76.2;23.8
764;Vrouwen;25 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
765;Vrouwen;26 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
766;Vrouwen;26 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
767;Vrouwen;26 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
768;Vrouwen;26 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
769;Vrouwen;26 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
770;Vrouwen;26 jaar;1950 tot 1955;;;;;;;;;;;;;;;;;;;;;;;;
771;Vrouwen;26 jaar;1955 tot 1960;;;;;;;;;;;;;;;;;;;;;;;;
772;Vrouwen;26 jaar;1960 tot 1965;;;;;;;;;;;;;;;;;;;;;;;;
773;Vrouwen;26 jaar;1965 tot 1970;73.7;52.5;2.7;15.0;3.5;26.3;19.6;6.7;36.2;72.2;71.2;;0.7;5.0;1.7;26.4;37.5;24.0;0.7;2.2;21.1;4.7;74.5;25.5
774;Vrouwen;26 jaar;1970 tot 1975;72.0;54.4;2.4;12.7;2.6;28.0;23.1;5.0;37.6;72.2;75.5;;;4.9;1.5;29.5;39.4;20.9;0.6;2.4;17.8;3.5;82.3;17.7
775;Vrouwen;26 jaar;1975 tot 1980;67.1;51.3;2.1;11.4;2.3;32.9;25.4;7.5;37.7;71.2;76.5;;0.7;4.0;3.0;34.3;34.5;20.1;0.5;3.0;16.6;3.4;77.1;22.9
776;Vrouwen;26 jaar;1980 tot 1985;65.0;52.2;1.8;9.6;1.4;35.0;27.7;7.3;38.2;70.7;80.4;;0.6;3.4;3.9;38.2;34.3;17.5;0.4;2.6;14.5;2.1;79.2;20.8
777;Vrouwen;26 jaar;1985 tot 1990;60.2;47.3;2.7;8.4;1.7;39.8;29.7;10.1;39.4;68.5;78.6;;1.5;4.1;5.9;39.2;27.8;18.5;0.6;4.4;13.5;2.9;74.7;25.3
778;Vrouwen;26 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
779;Vrouwen;26 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
780;Vrouwen;27 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
781;Vrouwen;27 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
782;Vrouwen;27 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
783;Vrouwen;27 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
784;Vrouwen;27 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
785;Vrouwen;27 jaar;1950 tot 1955;;;;;;;;;;;;;;;;;;;;;;;;
786;Vrouwen;27 jaar;1955 tot 1960;;;;;;;;;;;;;;;;;;;;;;;;
787;Vrouwen;27 jaar;1960 tot 1965;;;;;;;;;;;;;;;;;;;;;;;;
788;Vrouwen;27 jaar;1965 tot 1970;76.1;51.8;2.5;18.5;3.3;23.9;18.0;5.9;33.6;72.0;68.0;;0.5;5.0;1.8;26.6;34.2;27.6;0.4;2.4;24.6;4.4;75.5;24.5
789;Vrouwen;27 jaar;1970 tot 1975;75.3;56.5;2.1;14.1;2.6;24.7;19.9;4.9;35.9;71.3;75.0;;0.4;4.7;2.4;30.8;36.7;21.4;;2.2;18.9;3.5;80.2;19.8
790;Vrouwen;27 jaar;1975 tot 1980;70.6;54.4;2.0;11.9;2.3;29.4;22.8;6.5;36.5;70.0;77.0;;0.4;4.5;3.5;37.2;31.3;19.7;0.4;2.9;16.4;3.3;77.8;22.2
791;Vrouwen;27 jaar;1980 tot 1985;68.8;56.0;2.0;9.6;1.3;31.2;24.7;6.4;38.5;70.5;81.4;;0.7;3.2;4.1;40.5;32.9;16.8;0.4;2.7;13.7;1.8;79.4;20.6
792;Vrouwen;27 jaar;1985 tot 1990;62.7;49.8;2.3;9.3;1.3;37.3;28.8;8.5;38.6;69.8;79.4;;1.3;3.7;5.2;40.7;28.5;18.5;0.6;3.2;14.8;2.0;77.3;22.7
793;Vrouwen;27 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
794;Vrouwen;27 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
795;Vrouwen;28 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
796;Vrouwen;28 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
797;Vrouwen;28 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
798;Vrouwen;28 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
799;Vrouwen;28 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
800;Vrouwen;28 jaar;1950 tot 1955;;;;;;;;;;;;;;;;;;;;;;;;
801;Vrouwen;28 jaar;1955 tot 1960;;;;;;;;;;;;;;;;;;;;;;;;
802;Vrouwen;28 jaar;1960 tot 1965;79.3;50.8;2.0;23.5;3.1;20.7;;;30.0;69.8;64.0;;;5.7;1.8;26.5;29.7;32.1;;1.7;30.2;3.7;;
803;Vrouwen;28 jaar;1965 tot 1970;78.8;54.1;2.4;18.7;3.6;21.2;16.0;5.3;33.1;70.9;68.7;;0.5;5.9;2.5;29.2;30.5;26.7;0.4;1.9;24.3;4.6;75.2;24.8
804;Vrouwen;28 jaar;1970 tot 1975;76.9;58.8;2.3;13.7;2.1;23.1;18.4;4.7;35.5;70.1;76.4;;0.3;5.0;2.5;36.6;32.0;20.8;;2.5;18.0;2.8;79.5;20.5
805;Vrouwen;28 jaar;1975 tot 1980;73.9;56.4;2.4;13.2;2.0;26.1;20.5;5.6;36.1;69.7;76.3;;0.6;3.5;3.9;39.6;28.7;21.0;0.3;2.7;18.0;2.7;78.7;21.3
806;Vrouwen;28 jaar;1980 tot 1985;71.3;56.9;2.8;10.0;1.6;28.7;22.2;6.5;39.0;70.1;79.8;;0.5;2.9;4.3;41.2;30.9;18.0;0.4;3.2;14.4;2.3;77.4;22.6
807;Vrouwen;28 jaar;1985 tot 1990;65.3;52.4;2.3;8.8;1.9;34.7;26.1;8.6;39.1;70.3;80.2;;0.5;3.2;5.5;42.0;28.9;16.9;0.5;3.2;13.2;2.9;75.2;24.8
808;Vrouwen;28 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
809;Vrouwen;28 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
810;Vrouwen;29 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
811;Vrouwen;29 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
812;Vrouwen;29 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
813;Vrouwen;29 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
814;Vrouwen;29 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
815;Vrouwen;29 jaar;1950 tot 1955;;;;;;;;;;;;;;;;;;;;;;;;
816;Vrouwen;29 jaar;1955 tot 1960;;;;;;;;;;;;;;;;;;;;;;;;
817;Vrouwen;29 jaar;1960 tot 1965;80.3;52.6;1.8;23.4;2.5;19.7;14.0;5.7;28.5;68.1;65.5;;0.6;8.8;2.3;29.5;24.1;31.4;;1.9;29.1;3.1;71.3;28.7
818;Vrouwen;29 jaar;1965 tot 1970;80.8;55.5;2.6;20.0;2.7;19.2;14.4;4.8;31.8;69.3;68.7;;0.5;6.8;2.4;31.5;27.5;27.9;0.5;2.2;25.2;3.3;74.8;25.2
819;Vrouwen;29 jaar;1970 tot 1975;78.4;59.6;1.6;14.8;2.5;21.6;16.1;5.4;33.6;69.2;76.0;;0.5;5.8;3.3;38.7;27.7;20.8;;1.9;18.8;3.2;74.8;25.2
820;Vrouwen;29 jaar;1975 tot 1980;75.0;58.1;2.2;13.1;1.5;25.0;19.8;5.2;35.3;69.0;77.5;;0.4;3.8;4.3;43.3;25.7;20.5;0.3;2.6;17.6;2.0;79.1;20.9
821;Vrouwen;29 jaar;1980 tot 1985;74.0;58.9;2.7;10.5;1.8;26.0;19.8;6.2;38.7;69.5;79.7;;0.5;3.0;5.0;42.6;28.5;17.9;0.5;3.1;14.2;2.4;76.1;23.9
822;Vrouwen;29 jaar;1985 tot 1990;67.9;55.3;2.0;9.1;1.4;32.1;25.1;7.0;38.2;69.3;81.5;;0.7;3.8;6.4;43.5;27.1;16.4;0.4;2.9;13.1;2.1;78.1;21.9
823;Vrouwen;29 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
824;Vrouwen;29 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
825;Vrouwen;30 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
826;Vrouwen;30 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
827;Vrouwen;30 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
828;Vrouwen;30 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
829;Vrouwen;30 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
830;Vrouwen;30 jaar;1950 tot 1955;;;;;;;;;;;;;;;;;;;;;;;;
831;Vrouwen;30 jaar;1955 tot 1960;;;;;;;;;;;;;;;;;;;;;;;;
832;Vrouwen;30 jaar;1960 tot 1965;81.7;47.2;2.4;29.2;3.0;18.3;13.0;5.3;25.2;66.6;57.7;;0.4;8.8;2.7;27.9;18.1;38.6;0.4;2.6;35.6;3.6;70.8;29.2
833;Vrouwen;30 jaar;1965 tot 1970;82.1;57.8;2.0;19.4;2.8;17.9;13.8;4.1;30.9;68.5;70.5;;0.5;7.5;3.0;35.6;24.0;26.1;0.5;2.0;23.5;3.4;77.3;22.7
834;Vrouwen;30 jaar;1970 tot 1975;78.6;58.5;1.8;16.0;2.3;21.4;16.2;5.2;32.3;67.5;74.4;;0.6;6.7;4.1;40.4;22.6;22.7;0.2;2.4;20.1;2.9;75.7;24.3
835;Vrouwen;30 jaar;1975 tot 1980;77.0;60.7;1.8;13.0;1.5;23.0;18.5;4.5;35.0;68.5;78.9;;0.4;3.7;4.8;46.5;23.4;19.2;0.5;2.6;16.2;1.9;80.4;19.6
836;Vrouwen;30 jaar;1980 tot 1985;74.5;59.2;2.5;11.1;1.6;25.5;18.9;6.6;37.6;68.8;79.5;;0.5;2.8;5.5;46.8;23.8;18.3;0.4;3.2;14.7;2.2;74.2;25.8
837;Vrouwen;30 jaar;1985 tot 1990;70.9;57.8;2.0;9.6;1.4;29.1;22.1;7.0;37.9;69.0;81.5;;0.6;3.8;6.0;47.0;24.1;16.4;0.2;3.0;13.3;2.0;76.0;24.0
838;Vrouwen;30 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
839;Vrouwen;30 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
840;Vrouwen;31 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
841;Vrouwen;31 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
842;Vrouwen;31 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
843;Vrouwen;31 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
844;Vrouwen;31 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
845;Vrouwen;31 jaar;1950 tot 1955;;;;;;;;;;;;;;;;;;;;;;;;
846;Vrouwen;31 jaar;1955 tot 1960;;;;;;;;;;;;;;;;;;;;;;;;
847;Vrouwen;31 jaar;1960 tot 1965;82.5;48.4;2.7;28.0;3.4;17.5;12.2;5.3;25.8;66.5;58.7;;0.6;9.3;2.9;30.1;15.9;37.2;0.4;2.8;33.9;4.1;69.8;30.2
848;Vrouwen;31 jaar;1965 tot 1970;81.2;57.1;1.7;20.3;2.1;18.8;14.2;4.6;29.6;67.2;70.3;;0.4;7.3;3.3;39.0;20.3;27.0;0.2;2.0;24.7;2.6;75.8;24.2
849;Vrouwen;31 jaar;1970 tot 1975;80.0;58.6;2.4;16.7;2.4;20.0;15.5;4.4;31.8;66.7;73.3;;0.5;6.2;4.7;43.6;18.4;23.8;0.3;2.6;20.8;3.0;77.8;22.2
850;Vrouwen;31 jaar;1975 tot 1980;77.9;62.3;1.8;12.2;1.4;22.1;17.0;5.1;35.2;68.4;80.1;;0.3;3.2;6.0;48.5;22.0;18.1;0.2;2.6;15.2;1.9;76.9;23.1
851;Vrouwen;31 jaar;1980 tot 1985;75.6;59.3;2.6;11.4;2.3;24.4;18.4;6.0;37.1;68.5;78.4;;0.7;2.6;6.2;47.3;21.7;18.5;0.4;2.8;15.4;3.0;75.4;24.6
852;Vrouwen;31 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
853;Vrouwen;31 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
854;Vrouwen;31 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
855;Vrouwen;32 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
856;Vrouwen;32 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
857;Vrouwen;32 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
858;Vrouwen;32 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
859;Vrouwen;32 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
860;Vrouwen;32 jaar;1950 tot 1955;;;;;;;;;;;;;;;;;;;;;;;;
861;Vrouwen;32 jaar;1955 tot 1960;;;;;;;;;;;;;;;;;;;;;;;;
862;Vrouwen;32 jaar;1960 tot 1965;83.0;47.4;2.6;29.8;3.2;17.0;11.5;5.5;24.4;65.6;57.1;;0.4;9.4;2.9;31.0;13.6;39.0;0.4;2.7;35.9;3.8;67.7;32.3
863;Vrouwen;32 jaar;1965 tot 1970;82.1;58.5;1.8;19.7;2.1;17.9;12.7;5.2;29.1;65.7;71.3;;0.4;8.6;4.0;41.4;16.8;26.2;;2.4;23.6;2.5;71.2;28.8
864;Vrouwen;32 jaar;1970 tot 1975;81.8;61.1;2.3;16.1;2.4;18.2;13.7;4.5;32.0;66.1;74.6;;0.4;6.5;5.4;45.8;16.5;22.5;0.4;2.7;19.4;2.9;75.2;24.8
865;Vrouwen;32 jaar;1975 tot 1980;79.8;64.3;1.9;12.1;1.6;20.2;15.6;4.6;34.8;67.8;80.5;;0.5;4.0;6.1;50.6;19.2;17.5;0.3;2.4;14.8;2.0;77.1;22.9
866;Vrouwen;32 jaar;1980 tot 1985;75.9;57.9;2.5;12.9;2.5;24.1;17.2;6.9;35.8;67.7;76.4;;0.7;3.3;6.6;47.0;18.8;20.4;0.5;3.6;16.4;3.3;71.3;28.7
867;Vrouwen;32 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
868;Vrouwen;32 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
869;Vrouwen;32 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
870;Vrouwen;33 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
871;Vrouwen;33 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
872;Vrouwen;33 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
873;Vrouwen;33 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
874;Vrouwen;33 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
875;Vrouwen;33 jaar;1950 tot 1955;;;;;;;;;;;;;;;;;;;;;;;;
876;Vrouwen;33 jaar;1955 tot 1960;81.9;43.6;1.8;33.1;3.4;18.1;;;20.9;63.0;53.2;;;11.3;2.1;29.2;9.9;42.7;;2.5;39.9;4.0;;
877;Vrouwen;33 jaar;1960 tot 1965;83.7;49.6;2.5;28.7;2.9;16.3;11.2;5.1;24.8;64.7;59.2;;0.4;9.9;3.4;32.8;12.8;37.3;0.5;2.5;34.2;3.4;68.7;31.3
878;Vrouwen;33 jaar;1965 tot 1970;83.1;59.6;1.9;19.7;1.9;16.9;12.5;4.4;29.1;64.9;71.7;;0.8;8.9;5.5;42.8;13.8;25.9;0.2;1.9;23.8;2.3;74.1;25.9
879;Vrouwen;33 jaar;1970 tot 1975;81.7;61.3;2.0;16.0;2.4;18.3;13.3;5.0;31.3;65.8;75.0;;0.5;6.7;6.0;47.6;14.3;22.0;0.2;2.7;19.2;2.9;72.6;27.4
880;Vrouwen;33 jaar;1975 tot 1980;80.2;63.3;2.1;13.0;1.7;19.8;15.3;4.5;34.6;67.2;78.9;;0.5;3.7;6.3;51.9;16.6;18.9;0.3;2.5;16.1;2.2;77.3;22.7
881;Vrouwen;33 jaar;1980 tot 1985;77.4;59.4;3.2;12.8;1.9;22.6;15.3;7.3;36.4;67.4;76.8;;1.0;3.6;7.4;47.3;17.5;20.7;0.3;4.3;16.1;2.5;67.6;32.4
882;Vrouwen;33 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
883;Vrouwen;33 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
884;Vrouwen;33 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
885;Vrouwen;34 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
886;Vrouwen;34 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
887;Vrouwen;34 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
888;Vrouwen;34 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
889;Vrouwen;34 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
890;Vrouwen;34 jaar;1950 tot 1955;;;;;;;;;;;;;;;;;;;;;;;;
891;Vrouwen;34 jaar;1955 tot 1960;85.2;46.5;2.7;32.5;3.5;14.8;9.8;5.0;22.3;62.5;54.6;;0.8;12.4;3.1;28.9;9.4;41.4;0.4;3.1;37.8;4.0;66.0;34.0
892;Vrouwen;34 jaar;1960 tot 1965;84.5;52.0;2.4;26.8;3.3;15.5;10.4;5.1;25.1;63.6;61.6;;0.8;11.0;4.4;34.5;11.0;34.6;0.6;2.7;31.3;3.8;67.2;32.8
893;Vrouwen;34 jaar;1965 tot 1970;83.9;58.9;1.7;21.0;2.2;16.1;11.8;4.3;27.8;64.2;70.2;;0.6;9.0;5.7;43.8;11.1;27.1;0.3;2.6;24.2;2.6;73.2;26.8
894;Vrouwen;34 jaar;1970 tot 1975;82.6;62.9;2.1;15.7;1.9;17.4;13.0;4.5;31.7;65.4;76.1;;0.6;6.3;6.3;49.5;13.5;21.5;0.2;2.8;18.4;2.4;74.4;25.6
895;Vrouwen;34 jaar;1975 tot 1980;80.1;62.7;2.5;12.9;2.1;19.9;14.6;5.3;34.9;66.6;78.2;;0.7;3.8;7.4;51.8;14.5;19.2;0.3;3.0;15.9;2.6;73.6;26.4
896;Vrouwen;34 jaar;1980 tot 1985;77.1;60.5;2.4;12.1;2.2;22.9;16.7;6.1;35.8;67.4;78.4;;0.5;3.8;8.1;49.5;16.5;18.7;0.5;3.0;15.3;2.9;73.2;26.8
897;Vrouwen;34 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
898;Vrouwen;34 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
899;Vrouwen;34 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
900;Vrouwen;35 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
901;Vrouwen;35 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
902;Vrouwen;35 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
903;Vrouwen;35 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
904;Vrouwen;35 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
905;Vrouwen;35 jaar;1950 tot 1955;;;;;;;;;;;;;;;;;;;;;;;;
906;Vrouwen;35 jaar;1955 tot 1960;83.5;45.6;2.8;32.2;2.9;16.5;10.3;6.2;22.2;63.1;54.7;;0.6;12.5;3.9;29.4;8.2;41.9;0.6;3.3;38.0;3.4;62.6;37.4
907;Vrouwen;35 jaar;1960 tot 1965;82.9;52.4;2.3;25.8;2.5;17.1;12.1;4.9;25.1;63.6;63.2;;0.8;10.9;3.7;36.8;10.9;33.9;0.5;2.9;30.4;3.0;71.1;28.9
908;Vrouwen;35 jaar;1965 tot 1970;83.9;58.8;2.4;20.4;2.3;16.1;11.1;5.0;28.5;63.4;70.1;;0.7;9.0;5.7;44.8;10.0;27.2;0.3;3.1;23.7;2.7;68.9;31.1
909;Vrouwen;35 jaar;1970 tot 1975;82.7;63.5;2.0;15.3;1.9;17.3;12.5;4.7;31.9;65.6;76.8;;0.5;6.0;6.5;50.7;13.1;20.9;0.4;2.1;18.5;2.3;72.6;27.4
910;Vrouwen;35 jaar;1975 tot 1980;80.9;62.2;3.5;13.1;2.1;19.1;14.1;5.0;35.5;66.4;76.9;;0.9;4.1;7.5;50.8;13.6;20.5;0.5;3.8;16.2;2.6;73.7;26.3
911;Vrouwen;35 jaar;1980 tot 1985;75.9;59.8;2.3;12.0;1.9;24.1;17.2;6.9;35.9;67.6;78.8;;0.7;3.0;7.8;51.3;16.0;18.7;0.4;3.7;14.7;2.5;71.3;28.7
912;Vrouwen;35 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
913;Vrouwen;35 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
914;Vrouwen;35 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
915;Vrouwen;36 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
916;Vrouwen;36 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
917;Vrouwen;36 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
918;Vrouwen;36 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
919;Vrouwen;36 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
920;Vrouwen;36 jaar;1950 tot 1955;;;;;;;;;;;;;;;;;;;;;;;;
921;Vrouwen;36 jaar;1955 tot 1960;84.1;46.9;2.7;31.4;3.0;15.9;10.1;5.8;22.5;62.8;55.8;;0.7;12.0;3.3;30.9;8.9;40.7;0.5;3.2;36.9;3.5;63.5;36.5
922;Vrouwen;36 jaar;1960 tot 1965;83.7;55.0;2.5;23.7;2.5;16.3;11.2;5.1;26.3;63.7;65.7;;0.6;11.4;5.0;38.9;9.9;31.3;0.6;2.4;28.2;2.9;69.0;31.0
923;Vrouwen;36 jaar;1965 tot 1970;83.6;58.7;2.7;19.8;2.4;16.4;11.7;4.6;28.7;63.5;70.2;;0.6;9.2;6.2;44.9;9.2;27.0;0.4;3.1;23.5;2.9;71.8;28.2
924;Vrouwen;36 jaar;1970 tot 1975;83.0;64.3;2.2;14.8;1.7;17.0;12.6;4.4;32.2;65.6;77.4;;0.7;6.1;6.5;51.8;12.4;20.5;0.3;2.5;17.6;2.1;73.9;26.1
925;Vrouwen;36 jaar;1975 tot 1980;79.9;61.5;3.2;13.2;2.0;20.1;14.6;5.5;35.1;66.3;76.9;;0.9;4.2;7.0;52.4;12.4;20.5;0.4;4.0;16.1;2.5;72.5;27.5
926;Vrouwen;36 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
927;Vrouwen;36 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
928;Vrouwen;36 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
929;Vrouwen;36 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
930;Vrouwen;37 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
931;Vrouwen;37 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
932;Vrouwen;37 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
933;Vrouwen;37 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
934;Vrouwen;37 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
935;Vrouwen;37 jaar;1950 tot 1955;;;;;;;;;;;;;;;;;;;;;;;;
936;Vrouwen;37 jaar;1955 tot 1960;83.4;47.1;3.2;29.5;3.5;16.6;10.8;5.8;23.4;62.3;56.5;;0.7;12.0;3.7;32.5;7.7;39.2;0.7;3.4;35.1;4.2;64.9;35.1
937;Vrouwen;37 jaar;1960 tot 1965;83.7;55.9;2.2;23.0;2.5;16.3;11.3;4.9;26.1;62.9;66.7;;0.7;12.0;4.7;39.6;9.9;30.2;0.4;3.2;26.6;3.0;69.8;30.2
938;Vrouwen;37 jaar;1965 tot 1970;83.1;59.1;2.4;19.2;2.4;16.9;11.6;5.3;28.9;63.9;71.1;;0.4;8.3;6.6;46.5;9.3;26.0;0.4;3.1;22.4;2.9;68.5;31.5
939;Vrouwen;37 jaar;1970 tot 1975;82.7;64.3;2.4;14.3;1.7;17.3;12.0;5.3;32.8;65.5;77.8;;0.6;5.4;7.4;52.6;11.9;20.1;0.4;2.9;16.9;2.1;69.5;30.5
