ID;SoortGezin;AantalKinderen;Regio;Gezinnen_1
1382;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Utrecht, gem. 20001 - 50000 inw.;0
1383;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Amersfoort;0
1384;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Zeist;0
1385;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Utrecht, gem. 10001 - 20000 inw.;0
1386;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Utrecht, gem. 5001 - 10000 inw.;0
1387;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Utrecht, gem. 2001 - 5000 inw.;4
1388;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Utrecht, gem. 1001 - 2000 inw.;0
1389;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Utrecht, gem. 501 - 1000 inw.;0
1390;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Utrecht, gem. 500 en minder inw.;0
1391;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Noord-Holland, gem. 100001 en meer inw.;17
1392;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Amsterdam;14
1393;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Haarlem;3
1394;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Noord-Holland, gem. 50001 - 100000 inw.;3
1395;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Hilversum;3
1396;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Noord-Holland, gem. 20001 - 50000 inw.;3
1397;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Alkmaar;0
1398;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Bussum;0
1399;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Haarlemmermeer;2
1400;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Helder (Den);0
1401;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Velsen;0
1402;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Zaandam;1
1403;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Noord-Holland, gem. 10001 - 20000 inw.;1
1404;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Noord-Holland, gem. 5001 - 10000 inw.;0
1405;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Noord-Holland, gem. 2001 - 5000 inw.;0
1406;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Noord-Holland, gem. 1001 - 2000 inw.;0
1407;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Noord-Holland, gem. 501 - 1000 inw.;0
1408;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Noord-Holland, gem. 500 en minder inw.;0
1409;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Zuid-Holland, gem. 100001 en meer inw.;23
1410;Totaal aantal gezinnen;Gezinnen met 8 kinderen;'s-Gravenhage;1
1411;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Rotterdam;22
1412;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Zuid-Holland, gem. 50001 - 100000 inw.;3
1413;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Delft;0
1414;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Dordrecht;2
1415;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Leiden;1
1416;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Schiedam;0
1417;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Zuid-Holland, gem. 20001 - 50000 inw.;0
1418;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Gouda;0
1419;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Vlaardingen;0
1420;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Zuid-Holland, gem. 10001 - 20000 inw.;1
1421;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Zuid-Holland, gem. 5001 - 10000 inw.;3
1422;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Zuid-Holland, gem. 2001 - 5000 inw.;5
1423;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Zuid-Holland, gem. 1001 - 2000 inw.;1
1424;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Zuid-Holland, gem. 501 - 1000 inw.;0
1425;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Zuid-Holland, gem. 500 en minder inw.;0
1426;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Zeeland, gem. 20001 - 50000 inw.;0
1427;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Vlissingen;0
1428;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Zeeland, gem. 10001 - 20000 inw.;1
1429;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Zeeland, gem. 5001 - 10000 inw.;0
1430;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Zeeland, gem. 2001 - 5000 inw.;0
1431;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Zeeland, gem. 1001 - 2000 inw.;0
1432;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Zeeland, gem. 501 - 1000 inw.;0
1433;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Zeeland, gem. 500 en minder inw.;0
1434;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Noord-Brabant, gem. 50001 - 100000 inw.;1
1435;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Eindhoven;0
1436;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Tilburg;1
1437;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Noord-Brabant, gem. 20001 - 50000 inw.;6
1438;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Bergen op Zoom;0
1439;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Breda;2
1440;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Helmond;1
1441;Totaal aantal gezinnen;Gezinnen met 8 kinderen;'s-Hertogenbosch;3
1442;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Roosendaal en Nispen;0
1443;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Noord-Brabant, gem. 10001 - 20000 inw.;4
1444;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Noord-Brabant, gem. 5001 - 10000 inw.;4
1445;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Noord-Brabant, gem. 2001 - 5000 inw.;6
1446;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Noord-Brabant, gem. 1001 - 2000 inw.;0
1447;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Noord-Brabant, gem. 501 - 1000 inw.;0
1448;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Limburg, gem. 50001 - 100000 inw.;0
1449;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Maastricht;0
1450;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Limburg, gem. 20001 - 50000 inw.;2
1451;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Heerlen;0
1452;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Kerkrade;0
1453;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Venlo;2
1454;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Limburg, gem. 10001 - 20000 inw.;9
1455;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Limburg, gem. 5001 - 10000 inw.;0
1456;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Limburg, gem. 2001 - 5000 inw.;0
1457;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Limburg, gem. 1001 - 2000 inw.;1
1458;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Limburg, gem. 501 - 1000 inw.;0
1459;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Limburg, gem. 500 en minder inw.;0
1460;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Nederland;96
1461;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Groningen (provincie);11
1462;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Friesland;5
1463;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Drenthe;5
1464;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Overijssel;9
1465;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Gelderland;6
1466;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Utrecht (provincie);4
1467;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Noord-Holland;16
1468;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Zuid-Holland;20
1469;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Zeeland;0
1470;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Noord-Brabant;14
1471;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Limburg;6
1472;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Gemeenten met meer dan 100000 inwoners;25
1473;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Gemeenten met 50001 - 100000 inwoners;6
1474;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Gemeenten met 20001 - 50000 inwoners;13
1475;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Gemeenten met 10001 - 20000 inwoners;19
1476;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Gemeenten met 5001 - 10000 inwoners;15
1477;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Gemeenten met 2001 - 5000 inwoners;14
1478;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Gemeenten met 1001 - 2000 inwoners;2
1479;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Gemeenten met 501 - 1000 inwoners;1
1480;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Gemeenten met 500 of minder inwoners;1
1481;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Groningen, gem. 100001 en meer inw.;6
1482;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Groningen;6
1483;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Groningen, gem. 10001 - 20000 inw.;3
1484;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Groningen, gem. 5001 - 10000 inw.;2
1485;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Groningen, gem. 2001 - 5000 inw.;0
1486;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Groningen, gem. 1001 - 2000 inw.;0
1487;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Friesland, gem. 20001 - 50000 inw.;0
1488;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Leeuwarden;0
1489;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Friesland, gem. 10001 - 20000 inw.;5
1490;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Friesland, gem. 5001 - 10000 inw.;0
1491;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Friesland, gem. 2001 - 5000 inw.;0
1492;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Friesland, gem. 1001 - 2000 inw.;0
1493;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Friesland, gem. 501 - 1000 inw.;0
1494;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Drenthe, gem. 20001 - 50000 inw.;1
1495;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Emmen;1
1496;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Drenthe, gem. 10001 - 20000 inw.;1
1497;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Drenthe, gem. 5001 - 10000 inw.;2
1498;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Drenthe, gem. 2001 - 5000 inw.;1
1499;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Drenthe, gem. 1001 - 2000 inw.;0
1500;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Overijssel, gem. 50001 - 100000 inw.;3
1501;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Enschede;3
1502;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Overijssel, gem. 20001 - 50000 inw.;5
1503;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Almelo;0
1504;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Deventer;0
1505;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Hengelo (O.);0
1506;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Lonneker;0
1507;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Zwolle;5
1508;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Overijssel, gem. 10001 - 20000 inw.;1
1509;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Overijssel, gem. 5001 - 10000 inw.;0
1510;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Overijssel, gem. 2001 - 5000 inw.;0
1511;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Overijssel, gem. 1001 - 2000 inw.;0
1512;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Overijssel, gem. 501 - 1000 inw.;0
1513;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Gelderland, gem. 50001 - 100000 inw.;0
1514;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Apeldoorn;0
1515;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Arnhem;0
1516;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Nijmegen;0
1517;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Gelderland, gem. 20001 - 50000 inw.;0
1518;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Ede;0
1519;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Rheden;0
1520;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Gelderland, gem. 10001 - 20000 inw.;0
1521;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Gelderland, gem. 5001 - 10000 inw.;3
1522;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Gelderland, gem. 2001 - 5000 inw.;3
1523;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Gelderland, gem. 1001 - 2000 inw.;0
1524;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Gelderland, gem. 501 - 1000 inw.;0
1525;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Gelderland, gem. 500 en minder inw.;0
1526;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Utrecht, gem. 100001 en meer inw.;1
1527;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Utrecht;1
1528;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Utrecht, gem. 20001 - 50000 inw.;0
1529;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Amersfoort;0
1530;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Zeist;0
1531;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Utrecht, gem. 10001 - 20000 inw.;1
1532;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Utrecht, gem. 5001 - 10000 inw.;0
1533;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Utrecht, gem. 2001 - 5000 inw.;2
1534;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Utrecht, gem. 1001 - 2000 inw.;0
1535;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Utrecht, gem. 501 - 1000 inw.;0
1536;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Utrecht, gem. 500 en minder inw.;0
1537;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Noord-Holland, gem. 100001 en meer inw.;12
1538;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Amsterdam;11
1539;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Haarlem;1
1540;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Noord-Holland, gem. 50001 - 100000 inw.;0
1541;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Hilversum;0
1542;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Noord-Holland, gem. 20001 - 50000 inw.;2
1543;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Alkmaar;0
1544;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Bussum;0
1545;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Haarlemmermeer;0
1546;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Helder (Den);0
1547;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Velsen;0
1548;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Zaandam;2
1549;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Noord-Holland, gem. 10001 - 20000 inw.;0
1550;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Noord-Holland, gem. 5001 - 10000 inw.;1
1551;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Noord-Holland, gem. 2001 - 5000 inw.;1
1552;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Noord-Holland, gem. 1001 - 2000 inw.;0
1553;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Noord-Holland, gem. 501 - 1000 inw.;0
1554;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Noord-Holland, gem. 500 en minder inw.;0
1555;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Zuid-Holland, gem. 100001 en meer inw.;6
1556;Totaal aantal gezinnen;Gezinnen met 9 kinderen;'s-Gravenhage;0
1557;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Rotterdam;6
1558;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Zuid-Holland, gem. 50001 - 100000 inw.;2
1559;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Delft;0
1560;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Dordrecht;0
1561;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Leiden;0
1562;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Schiedam;2
1563;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Zuid-Holland, gem. 20001 - 50000 inw.;0
1564;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Gouda;0
1565;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Vlaardingen;0
1566;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Zuid-Holland, gem. 10001 - 20000 inw.;3
1567;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Zuid-Holland, gem. 5001 - 10000 inw.;4
1568;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Zuid-Holland, gem. 2001 - 5000 inw.;3
1569;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Zuid-Holland, gem. 1001 - 2000 inw.;1
1570;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Zuid-Holland, gem. 501 - 1000 inw.;0
1571;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Zuid-Holland, gem. 500 en minder inw.;1
1572;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Zeeland, gem. 20001 - 50000 inw.;0
1573;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Vlissingen;0
1574;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Zeeland, gem. 10001 - 20000 inw.;0
1575;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Zeeland, gem. 5001 - 10000 inw.;0
1576;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Zeeland, gem. 2001 - 5000 inw.;0
1577;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Zeeland, gem. 1001 - 2000 inw.;0
1578;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Zeeland, gem. 501 - 1000 inw.;0
1579;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Zeeland, gem. 500 en minder inw.;0
1580;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Noord-Brabant, gem. 50001 - 100000 inw.;1
1581;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Eindhoven;1
1582;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Tilburg;0
1583;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Noord-Brabant, gem. 20001 - 50000 inw.;3
1584;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Bergen op Zoom;0
1585;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Breda;0
1586;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Helmond;0
1587;Totaal aantal gezinnen;Gezinnen met 9 kinderen;'s-Hertogenbosch;3
1588;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Roosendaal en Nispen;0
1589;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Noord-Brabant, gem. 10001 - 20000 inw.;2
1590;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Noord-Brabant, gem. 5001 - 10000 inw.;3
1591;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Noord-Brabant, gem. 2001 - 5000 inw.;3
1592;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Noord-Brabant, gem. 1001 - 2000 inw.;1
1593;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Noord-Brabant, gem. 501 - 1000 inw.;1
1594;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Limburg, gem. 50001 - 100000 inw.;0
1595;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Maastricht;0
1596;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Limburg, gem. 20001 - 50000 inw.;2
1597;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Heerlen;1
1598;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Kerkrade;0
1599;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Venlo;1
1600;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Limburg, gem. 10001 - 20000 inw.;3
1601;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Limburg, gem. 5001 - 10000 inw.;0
1602;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Limburg, gem. 2001 - 5000 inw.;1
1603;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Limburg, gem. 1001 - 2000 inw.;0
1604;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Limburg, gem. 501 - 1000 inw.;0
1605;Totaal aantal gezinnen;Gezinnen met 9 kinderen;Limburg, gem. 500 en minder inw.;0
1606;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Nederland;35
1607;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Groningen (provincie);8
1608;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Friesland;6
1609;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Drenthe;0
1610;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Overijssel;2
1611;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Gelderland;1
1612;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Utrecht (provincie);1
1613;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Noord-Holland;6
1614;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Zuid-Holland;7
1615;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Zeeland;0
1616;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Noord-Brabant;3
1617;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Limburg;1
1618;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Gemeenten met meer dan 100000 inwoners;12
1619;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Gemeenten met 50001 - 100000 inwoners;4
1620;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Gemeenten met 20001 - 50000 inwoners;3
1621;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Gemeenten met 10001 - 20000 inwoners;9
1622;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Gemeenten met 5001 - 10000 inwoners;4
1623;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Gemeenten met 2001 - 5000 inwoners;3
1624;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Gemeenten met 1001 - 2000 inwoners;0
1625;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Gemeenten met 501 - 1000 inwoners;0
1626;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Gemeenten met 500 of minder inwoners;0
1627;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Groningen, gem. 100001 en meer inw.;4
1628;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Groningen;4
1629;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Groningen, gem. 10001 - 20000 inw.;3
1630;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Groningen, gem. 5001 - 10000 inw.;0
1631;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Groningen, gem. 2001 - 5000 inw.;1
1632;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Groningen, gem. 1001 - 2000 inw.;0
1633;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Friesland, gem. 20001 - 50000 inw.;2
1634;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Leeuwarden;2
1635;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Friesland, gem. 10001 - 20000 inw.;2
1636;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Friesland, gem. 5001 - 10000 inw.;2
1637;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Friesland, gem. 2001 - 5000 inw.;0
1638;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Friesland, gem. 1001 - 2000 inw.;0
1639;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Friesland, gem. 501 - 1000 inw.;0
1640;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Drenthe, gem. 20001 - 50000 inw.;0
1641;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Emmen;0
1642;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Drenthe, gem. 10001 - 20000 inw.;0
1643;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Drenthe, gem. 5001 - 10000 inw.;0
1644;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Drenthe, gem. 2001 - 5000 inw.;0
1645;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Drenthe, gem. 1001 - 2000 inw.;0
1646;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Overijssel, gem. 50001 - 100000 inw.;1
1647;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Enschede;1
1648;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Overijssel, gem. 20001 - 50000 inw.;0
1649;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Almelo;0
1650;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Deventer;0
1651;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Hengelo (O.);0
1652;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Lonneker;0
1653;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Zwolle;0
1654;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Overijssel, gem. 10001 - 20000 inw.;1
1655;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Overijssel, gem. 5001 - 10000 inw.;0
1656;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Overijssel, gem. 2001 - 5000 inw.;0
1657;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Overijssel, gem. 1001 - 2000 inw.;0
1658;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Overijssel, gem. 501 - 1000 inw.;0
1659;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Gelderland, gem. 50001 - 100000 inw.;1
1660;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Apeldoorn;0
1661;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Arnhem;1
1662;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Nijmegen;0
1663;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Gelderland, gem. 20001 - 50000 inw.;0
1664;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Ede;0
1665;Totaal aantal gezinnen;Gezinnen met 10 kinderen;Rheden;0
