ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;TevredenMetArbeidsomstandigheden_1;TevredenMetWerk_2;LeeftijdWillenDoorwerken_3;LeeftijdInStaatDoorwerken_4;VoldoenAanFysiekeEisenWerk_5;VoldoenAanPsychischeEisenWerk_6;MakkelijkNieuweFunctieEigenWerkgever_7;MakkelijkNieuweBaanAndereWerkgever_8
1112;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2015;83.2;84.9;64.4;65.7;96.0;93.7;50.5;60.8
1113;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2016;89.1;85.9;64.2;65.7;98.1;96.3;54.2;67.0
1114;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2017;84.2;83.1;64.5;65.9;93.9;91.8;53.0;68.1
1115;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2018;80.6;81.5;63.9;64.9;95.8;93.5;51.7;71.8
1116;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2019;82.7;82.3;64.2;66.8;96.4;93.2;57.1;75.2
1117;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2020;85.7;86.4;64.6;66.7;97.2;97.0;57.2;75.4
1118;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2021;86.7;84.1;64.0;66.5;96.9;94.8;61.1;77.4
1119;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2022;87.0;85.5;64.0;66.3;98.4;94.3;63.3;86.5
1120;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2023;87.6;87.5;64.0;66.1;96.1;93.7;61.4;87.1
1121;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2024;86.6;88.4;64.4;66.1;97.1;93.5;63.7;84.4
1122;M-N Zakelijke dienstverlening;Waarde;2014;72.6;73.6;63.3;63.8;92.1;90.5;50.2;60.3
1123;M-N Zakelijke dienstverlening;Waarde;2015;72.3;73.4;63.3;63.4;91.8;91.3;49.3;61.2
1124;M-N Zakelijke dienstverlening;Waarde;2016;73.7;75.4;62.9;63.2;91.8;91.7;50.4;64.0
1125;M-N Zakelijke dienstverlening;Waarde;2017;72.6;74.8;62.9;63.0;90.4;90.0;52.2;69.1
1126;M-N Zakelijke dienstverlening;Waarde;2018;72.2;74.1;62.5;63.0;91.0;90.3;52.7;73.6
1127;M-N Zakelijke dienstverlening;Waarde;2019;73.7;75.7;62.9;63.4;91.1;90.3;54.7;73.7
1128;M-N Zakelijke dienstverlening;Waarde;2020;76.0;76.9;62.8;64.2;92.5;91.5;54.8;72.5
1129;M-N Zakelijke dienstverlening;Waarde;2021;77.5;78.0;62.1;63.6;91.8;90.4;56.9;78.1
1130;M-N Zakelijke dienstverlening;Waarde;2022;77.3;77.3;62.9;63.6;92.5;89.4;57.6;83.1
1131;M-N Zakelijke dienstverlening;Waarde;2023;78.7;77.8;62.7;63.3;92.8;89.5;58.3;81.2
1132;M-N Zakelijke dienstverlening;Waarde;2024;77.2;76.8;62.7;63.3;93.0;89.9;57.4;81.6
1133;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2014;71.3;72.2;63.0;63.5;91.2;89.6;48.7;58.8
1134;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2015;71.0;72.1;63.0;63.0;91.0;90.4;47.9;59.8
1135;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2016;72.4;74.2;62.6;62.8;91.0;90.9;49.0;62.6
1136;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2017;71.4;73.6;62.6;62.6;89.5;89.1;50.8;67.8
1137;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2018;71.1;73.0;62.2;62.7;90.2;89.5;51.5;72.6
1138;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2019;72.6;74.6;62.7;63.1;90.4;89.5;53.4;72.6
1139;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2020;74.9;75.8;62.6;63.9;91.8;90.8;53.6;71.4
1140;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2021;76.3;76.7;61.8;63.2;91.0;89.6;55.5;76.9
1141;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2022;76.2;76.3;62.6;63.2;91.8;88.6;56.3;82.2
1142;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2023;77.6;76.7;62.4;62.9;92.1;88.7;57.0;80.2
1143;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2024;76.2;75.8;62.4;63.0;92.4;89.1;56.2;80.7
1144;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2014;73.9;74.8;63.6;64.2;92.8;91.4;51.7;61.7
1145;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2015;73.6;74.6;63.7;63.7;92.5;92.0;50.7;62.5
1146;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2016;74.9;76.6;63.2;63.5;92.5;92.5;51.8;65.3
1147;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2017;73.9;76.0;63.2;63.3;91.2;90.8;53.6;70.4
1148;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2018;73.3;75.2;62.8;63.3;91.7;91.0;53.9;74.7
1149;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2019;74.8;76.8;63.2;63.7;91.8;91.0;55.9;74.8
1150;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2020;77.0;77.9;63.1;64.5;93.1;92.2;56.1;73.6
1151;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2021;78.7;79.1;62.5;64.0;92.5;91.3;58.3;79.2
1152;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2022;78.3;78.4;63.1;63.9;93.1;90.2;58.8;84.0
1153;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2023;79.7;78.8;62.9;63.6;93.4;90.3;59.5;82.1
1154;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2024;78.2;77.8;63.0;63.7;93.6;90.6;58.6;82.5
1155;69-71 Management- en technisch advies;Waarde;2014;78.5;78.1;63.8;65.7;95.2;90.5;53.7;66.7
1156;69-71 Management- en technisch advies;Waarde;2015;78.2;77.4;63.8;65.2;94.8;92.9;53.2;67.6
1157;69-71 Management- en technisch advies;Waarde;2016;80.3;79.9;63.6;65.1;95.6;92.9;54.9;71.1
1158;69-71 Management- en technisch advies;Waarde;2017;78.5;79.0;63.7;64.9;94.5;92.0;55.0;74.8
1159;69-71 Management- en technisch advies;Waarde;2018;79.7;79.5;63.6;65.4;95.6;92.2;56.3;79.0
1160;69-71 Management- en technisch advies;Waarde;2019;81.0;81.2;63.9;65.6;95.4;91.3;56.3;78.8
1161;69-71 Management- en technisch advies;Waarde;2020;81.0;80.3;63.2;66.1;95.0;92.5;57.8;77.7
1162;69-71 Management- en technisch advies;Waarde;2021;84.2;82.1;63.2;65.8;95.2;91.5;58.7;82.0
1163;69-71 Management- en technisch advies;Waarde;2022;83.8;82.7;63.5;65.4;96.1;91.4;60.4;86.3
1164;69-71 Management- en technisch advies;Waarde;2023;83.0;80.9;63.4;65.0;95.5;90.6;61.5;85.0
1165;69-71 Management- en technisch advies;Waarde;2024;82.3;80.0;63.6;65.5;96.4;91.0;59.6;86.2
1166;69-71 Management- en technisch advies;Ondergrens 95%-interval;2014;76.4;76.0;63.4;65.2;94.1;89.0;51.3;64.4
1167;69-71 Management- en technisch advies;Ondergrens 95%-interval;2015;76.1;75.3;63.4;64.7;93.6;91.5;50.8;65.4
1168;69-71 Management- en technisch advies;Ondergrens 95%-interval;2016;78.4;78.1;63.2;64.6;94.6;91.7;52.7;69.1
1169;69-71 Management- en technisch advies;Ondergrens 95%-interval;2017;76.5;77.0;63.4;64.4;93.3;90.6;52.6;72.7
1170;69-71 Management- en technisch advies;Ondergrens 95%-interval;2018;78.0;77.8;63.3;65.0;94.7;91.0;54.3;77.3
1171;69-71 Management- en technisch advies;Ondergrens 95%-interval;2019;79.3;79.5;63.6;65.2;94.4;90.1;54.3;77.1
1172;69-71 Management- en technisch advies;Ondergrens 95%-interval;2020;79.3;78.7;62.9;65.7;94.1;91.4;55.9;76.0
1173;69-71 Management- en technisch advies;Ondergrens 95%-interval;2021;82.4;80.3;62.8;65.3;94.1;90.2;56.5;80.2
1174;69-71 Management- en technisch advies;Ondergrens 95%-interval;2022;82.1;81.0;63.2;65.0;95.2;90.1;58.3;84.8
1175;69-71 Management- en technisch advies;Ondergrens 95%-interval;2023;81.5;79.3;63.1;64.5;94.5;89.3;59.5;83.5
1176;69-71 Management- en technisch advies;Ondergrens 95%-interval;2024;80.7;78.4;63.2;65.1;95.6;89.8;57.7;84.8
1177;69-71 Management- en technisch advies;Bovengrens 95%-interval;2014;80.5;80.1;64.1;66.2;96.2;91.9;56.1;68.9
1178;69-71 Management- en technisch advies;Bovengrens 95%-interval;2015;80.1;79.4;64.2;65.7;95.8;94.0;55.6;69.8
1179;69-71 Management- en technisch advies;Bovengrens 95%-interval;2016;82.0;81.7;64.0;65.5;96.5;93.9;57.2;73.1
1180;69-71 Management- en technisch advies;Bovengrens 95%-interval;2017;80.3;80.9;64.1;65.4;95.5;93.1;57.3;76.7
1181;69-71 Management- en technisch advies;Bovengrens 95%-interval;2018;81.4;81.2;63.9;65.8;96.4;93.3;58.4;80.6
1182;69-71 Management- en technisch advies;Bovengrens 95%-interval;2019;82.6;82.8;64.3;66.0;96.2;92.4;58.4;80.4
1183;69-71 Management- en technisch advies;Bovengrens 95%-interval;2020;82.5;81.9;63.6;66.5;95.8;93.5;59.8;79.3
1184;69-71 Management- en technisch advies;Bovengrens 95%-interval;2021;85.8;83.8;63.7;66.3;96.1;92.7;61.0;83.6
1185;69-71 Management- en technisch advies;Bovengrens 95%-interval;2022;85.3;84.2;63.9;65.9;96.9;92.5;62.4;87.7
1186;69-71 Management- en technisch advies;Bovengrens 95%-interval;2023;84.5;82.5;63.8;65.5;96.2;91.7;63.4;86.4
1187;69-71 Management- en technisch advies;Bovengrens 95%-interval;2024;83.7;81.5;63.9;65.9;97.0;92.0;61.4;87.4
1188;72 Research;Waarde;2014;85.0;87.5;63.7;65.9;96.2;95.5;48.2;64.4
1189;72 Research;Waarde;2015;79.9;84.7;65.0;65.4;93.8;91.5;51.0;63.2
1190;72 Research;Waarde;2016;79.8;80.7;63.6;66.0;95.4;92.3;54.4;60.8
1191;72 Research;Waarde;2017;83.8;80.8;64.3;65.4;97.7;94.8;59.4;73.6
1192;72 Research;Waarde;2018;76.6;80.3;63.8;65.3;93.8;92.3;55.3;70.4
1193;72 Research;Waarde;2019;80.2;81.6;64.6;65.0;94.3;88.4;56.5;75.2
1194;72 Research;Waarde;2020;83.2;84.1;63.3;65.8;93.9;91.4;53.3;69.9
1195;72 Research;Waarde;2021;86.3;83.0;63.2;64.9;92.4;88.9;59.9;80.2
1196;72 Research;Waarde;2022;81.2;80.0;63.6;64.2;95.8;89.8;54.3;80.9
1197;72 Research;Waarde;2023;83.4;82.2;63.2;65.1;96.4;87.7;59.4;85.5
1198;72 Research;Waarde;2024;82.3;83.6;63.7;64.7;97.2;92.0;57.9;79.1
1199;72 Research;Ondergrens 95%-interval;2014;78.5;81.5;62.5;64.8;92.3;91.2;40.1;56.4
1200;72 Research;Ondergrens 95%-interval;2015;73.1;78.4;63.5;63.9;89.0;86.3;43.8;56.0
1201;72 Research;Ondergrens 95%-interval;2016;73.8;74.7;62.5;64.7;91.6;87.9;47.4;53.8
1202;72 Research;Ondergrens 95%-interval;2017;78.3;74.6;63.1;64.2;94.6;90.9;52.6;67.4
1203;72 Research;Ondergrens 95%-interval;2018;70.4;74.4;62.4;63.6;89.7;87.3;48.5;64.0
1204;72 Research;Ondergrens 95%-interval;2019;74.6;76.3;63.5;63.6;90.4;83.1;50.2;69.5
1205;72 Research;Ondergrens 95%-interval;2020;77.6;78.5;62.1;64.2;89.3;86.7;47.0;63.7
1206;72 Research;Ondergrens 95%-interval;2021;81.2;77.5;61.8;63.4;88.4;84.0;53.3;74.7
1207;72 Research;Ondergrens 95%-interval;2022;76.2;75.0;62.5;62.5;92.6;85.7;48.4;76.0
1208;72 Research;Ondergrens 95%-interval;2023;78.6;77.3;62.3;63.7;93.9;83.4;53.8;81.1
1209;72 Research;Ondergrens 95%-interval;2024;77.5;79.1;62.7;63.6;94.9;88.3;52.1;74.0
1210;72 Research;Bovengrens 95%-interval;2014;89.8;91.7;64.9;67.1;98.1;97.7;56.4;71.6
1211;72 Research;Bovengrens 95%-interval;2015;85.3;89.4;66.5;67.0;96.6;94.9;58.2;69.9
1212;72 Research;Bovengrens 95%-interval;2016;84.8;85.5;64.7;67.2;97.5;95.2;61.2;67.3
1213;72 Research;Bovengrens 95%-interval;2017;88.1;85.7;65.5;66.6;99.0;97.1;66.0;79.0
1214;72 Research;Bovengrens 95%-interval;2018;81.9;85.1;65.2;67.0;96.4;95.4;61.8;76.1
1215;72 Research;Bovengrens 95%-interval;2019;84.8;86.0;65.8;66.3;96.7;92.2;62.6;80.1
1216;72 Research;Bovengrens 95%-interval;2020;87.6;88.4;64.6;67.3;96.6;94.5;59.5;75.4
1217;72 Research;Bovengrens 95%-interval;2021;90.2;87.3;64.7;66.4;95.1;92.4;66.2;84.7
1218;72 Research;Bovengrens 95%-interval;2022;85.4;84.3;64.7;65.9;97.7;92.8;60.0;85.1
1219;72 Research;Bovengrens 95%-interval;2023;87.3;86.2;64.2;66.4;97.9;91.0;64.8;89.0
1220;72 Research;Bovengrens 95%-interval;2024;86.2;87.3;64.6;65.9;98.5;94.6;63.4;83.4
1221;M Specialistische zakelijke diensten;Waarde;2014;78.3;77.7;63.7;65.5;94.9;90.8;52.2;65.6
1222;M Specialistische zakelijke diensten;Waarde;2015;76.7;77.1;63.8;65.1;94.9;92.6;51.9;66.5
1223;M Specialistische zakelijke diensten;Waarde;2016;79.1;79.3;63.6;64.7;95.5;92.7;53.2;69.4
1224;M Specialistische zakelijke diensten;Waarde;2017;77.5;79.0;63.6;64.8;94.4;91.9;54.1;74.1
1225;M Specialistische zakelijke diensten;Waarde;2018;78.3;79.0;63.6;65.2;94.9;91.9;55.1;78.4
1226;M Specialistische zakelijke diensten;Waarde;2019;79.5;80.4;63.7;65.4;94.9;91.0;55.7;78.0
1227;M Specialistische zakelijke diensten;Waarde;2020;79.9;79.9;63.3;65.6;95.1;92.2;56.5;77.1
1228;M Specialistische zakelijke diensten;Waarde;2021;82.5;81.4;63.0;65.3;95.1;91.5;57.8;81.5
1229;M Specialistische zakelijke diensten;Waarde;2022;82.6;81.4;63.4;65.2;95.8;91.0;58.4;85.9
1230;M Specialistische zakelijke diensten;Waarde;2023;82.3;80.5;63.1;64.6;95.5;90.1;59.9;84.0
1231;M Specialistische zakelijke diensten;Waarde;2024;81.5;79.5;63.3;65.1;96.0;90.9;58.2;84.9
1232;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2014;76.4;75.9;63.3;65.1;93.8;89.5;50.1;63.5
1233;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2015;74.9;75.3;63.4;64.6;93.8;91.5;49.8;64.5
1234;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2016;77.5;77.6;63.2;64.2;94.7;91.6;51.3;67.6
1235;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2017;75.8;77.3;63.2;64.4;93.4;90.7;52.1;72.3
1236;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2018;76.7;77.4;63.3;64.8;93.9;90.8;53.3;76.9
1237;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2019;77.9;78.9;63.4;65.1;94.1;89.9;53.9;76.5
1238;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2020;78.4;78.5;63.0;65.2;94.2;91.1;54.7;75.6
1239;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2021;80.9;79.8;62.6;64.9;94.2;90.3;55.9;80.0
1240;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2022;81.1;79.9;63.1;64.8;95.0;89.9;56.7;84.6
1241;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2023;80.9;79.0;62.7;64.2;94.7;89.0;58.2;82.7
1242;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2024;80.2;78.1;63.0;64.7;95.3;89.9;56.6;83.7
1243;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2014;80.0;79.5;64.0;65.9;95.7;92.0;54.3;67.5
1244;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2015;78.4;78.8;64.2;65.5;95.7;93.6;53.9;68.4
1245;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2016;80.7;80.8;63.9;65.1;96.3;93.6;55.2;71.2
1246;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2017;79.1;80.6;63.9;65.2;95.3;92.9;56.1;75.8
1247;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2018;79.7;80.4;63.9;65.5;95.6;92.9;56.9;79.8
1248;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2019;80.9;81.9;64.1;65.8;95.7;92.0;57.5;79.4
1249;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2020;81.2;81.3;63.6;66.0;95.8;93.1;58.2;78.5
1250;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2021;83.9;82.9;63.3;65.8;95.9;92.5;59.8;83.0
1251;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2022;83.9;82.7;63.7;65.6;96.5;92.0;60.2;87.0
1252;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2023;83.6;81.8;63.4;65.1;96.2;91.1;61.6;85.2
1253;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2024;82.8;80.9;63.6;65.5;96.6;91.8;59.8;86.0
1254;73-75 Reclame, design, overige diensten;Waarde;2014;73.8;71.5;63.1;64.3;92.6;89.9;46.8;60.5
1255;73-75 Reclame, design, overige diensten;Waarde;2015;68.0;71.3;63.3;64.1;95.7;92.1;45.8;62.6
1256;73-75 Reclame, design, overige diensten;Waarde;2016;73.5;75.5;63.1;62.1;95.2;91.9;44.8;66.0
1257;73-75 Reclame, design, overige diensten;Waarde;2017;69.6;77.8;62.2;64.1;92.6;89.8;47.1;71.2
1258;73-75 Reclame, design, overige diensten;Waarde;2018;72.0;75.5;63.3;63.7;91.6;90.1;49.0;79.7
1259;73-75 Reclame, design, overige diensten;Waarde;2019;71.5;76.0;62.3;64.6;93.2;90.7;52.2;75.4
1260;73-75 Reclame, design, overige diensten;Waarde;2020;72.5;75.5;63.7;62.8;96.0;90.7;51.5;78.3
1261;73-75 Reclame, design, overige diensten;Waarde;2021;71.5;76.6;61.4;63.0;96.1;92.7;52.1;79.9
1262;73-75 Reclame, design, overige diensten;Waarde;2022;77.6;75.9;62.7;64.5;94.5;89.8;51.6;86.8
1263;73-75 Reclame, design, overige diensten;Waarde;2023;77.6;76.9;60.7;62.1;95.0;89.5;52.2;77.8
1264;73-75 Reclame, design, overige diensten;Waarde;2024;77.1;74.7;61.8;62.9;93.3;90.0;51.1;81.3
1265;73-75 Reclame, design, overige diensten;Ondergrens 95%-interval;2014;68.7;66.2;62.0;63.1;89.1;86.0;41.4;55.1
1266;73-75 Reclame, design, overige diensten;Ondergrens 95%-interval;2015;63.3;66.6;62.0;62.8;93.3;89.1;41.0;57.8
1267;73-75 Reclame, design, overige diensten;Ondergrens 95%-interval;2016;69.1;71.1;62.0;60.7;92.4;88.9;40.0;61.3
1268;73-75 Reclame, design, overige diensten;Ondergrens 95%-interval;2017;64.8;73.3;61.1;62.9;89.2;86.3;42.1;66.5
1269;73-75 Reclame, design, overige diensten;Ondergrens 95%-interval;2018;67.6;71.3;62.5;62.4;88.4;86.7;44.4;75.9
1270;73-75 Reclame, design, overige diensten;Ondergrens 95%-interval;2019;67.2;72.0;61.1;63.4;90.5;87.6;47.7;71.3
1271;73-75 Reclame, design, overige diensten;Ondergrens 95%-interval;2020;68.2;71.4;62.8;61.4;93.9;87.7;47.1;74.5
1272;73-75 Reclame, design, overige diensten;Ondergrens 95%-interval;2021;66.8;72.2;60.2;61.5;93.8;89.6;47.2;75.8
1273;73-75 Reclame, design, overige diensten;Ondergrens 95%-interval;2022;73.7;72.0;61.6;63.2;92.1;86.8;47.3;83.6
1274;73-75 Reclame, design, overige diensten;Ondergrens 95%-interval;2023;73.5;72.8;59.4;60.6;92.5;86.3;47.6;73.7
1275;73-75 Reclame, design, overige diensten;Ondergrens 95%-interval;2024;73.4;70.8;60.7;61.6;90.7;87.2;46.9;77.9
1276;73-75 Reclame, design, overige diensten;Bovengrens 95%-interval;2014;78.4;76.2;64.1;65.6;95.1;92.8;52.2;65.7
1277;73-75 Reclame, design, overige diensten;Bovengrens 95%-interval;2015;72.4;75.6;64.6;65.4;97.2;94.3;50.8;67.2
1278;73-75 Reclame, design, overige diensten;Bovengrens 95%-interval;2016;77.4;79.4;64.2;63.6;97.0;94.2;49.6;70.4
1279;73-75 Reclame, design, overige diensten;Bovengrens 95%-interval;2017;74.0;81.8;63.3;65.2;94.9;92.5;52.1;75.5
1280;73-75 Reclame, design, overige diensten;Bovengrens 95%-interval;2018;76.0;79.3;64.2;64.9;93.9;92.8;53.6;83.1
1281;73-75 Reclame, design, overige diensten;Bovengrens 95%-interval;2019;75.5;79.7;63.4;65.9;95.2;93.1;56.7;79.0
1282;73-75 Reclame, design, overige diensten;Bovengrens 95%-interval;2020;76.3;79.2;64.5;64.3;97.3;93.0;56.0;81.7
1283;73-75 Reclame, design, overige diensten;Bovengrens 95%-interval;2021;75.8;80.6;62.5;64.4;97.6;94.9;57.0;83.5
1284;73-75 Reclame, design, overige diensten;Bovengrens 95%-interval;2022;81.0;79.4;63.8;65.7;96.2;92.1;55.9;89.4
1285;73-75 Reclame, design, overige diensten;Bovengrens 95%-interval;2023;81.2;80.6;62.0;63.5;96.6;92.0;56.7;81.4
1286;73-75 Reclame, design, overige diensten;Bovengrens 95%-interval;2024;80.5;78.2;62.8;64.3;95.1;92.3;55.3;84.4
1287;N Verhuur en overige zakelijke diensten;Waarde;2014;67.1;69.4;62.9;61.8;89.3;90.2;48.2;55.0
1288;N Verhuur en overige zakelijke diensten;Waarde;2015;68.2;69.9;62.8;61.5;88.9;90.0;46.9;56.2
1289;N Verhuur en overige zakelijke diensten;Waarde;2016;68.6;71.9;62.3;61.4;88.3;90.8;47.8;58.9
1290;N Verhuur en overige zakelijke diensten;Waarde;2017;68.2;71.0;62.3;61.0;86.7;88.3;50.5;64.5
1291;N Verhuur en overige zakelijke diensten;Waarde;2018;66.9;69.8;61.4;60.8;87.5;88.8;50.6;69.4
1292;N Verhuur en overige zakelijke diensten;Waarde;2019;68.5;71.4;62.1;61.2;87.7;89.7;53.7;69.9
1293;N Verhuur en overige zakelijke diensten;Waarde;2020;72.2;73.9;62.3;62.6;90.0;90.9;53.2;68.1
1294;N Verhuur en overige zakelijke diensten;Waarde;2021;72.6;74.5;61.2;61.7;88.4;89.4;55.9;74.6
1295;N Verhuur en overige zakelijke diensten;Waarde;2022;71.4;72.9;62.2;61.5;88.8;87.7;56.6;80.1
1296;N Verhuur en overige zakelijke diensten;Waarde;2023;74.5;74.7;62.1;61.4;89.7;88.9;56.3;77.9
1297;N Verhuur en overige zakelijke diensten;Waarde;2024;72.1;73.6;61.9;60.7;89.5;88.6;56.4;77.7
1298;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2014;65.1;67.5;62.4;61.2;88.0;88.9;46.2;53.0
1299;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2015;66.4;68.1;62.3;60.9;87.6;88.7;44.9;54.2
1300;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2016;66.8;70.1;61.8;60.9;87.0;89.6;45.8;57.0
1301;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2017;66.4;69.2;61.8;60.4;85.3;86.9;48.5;62.6
1302;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2018;65.3;68.3;60.9;60.3;86.4;87.7;49.0;67.9
1303;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2019;66.9;69.8;61.7;60.7;86.5;88.5;52.0;68.3
1304;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2020;70.6;72.3;61.9;62.0;88.9;89.8;51.5;66.5
1305;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2021;70.7;72.7;60.6;61.1;87.1;88.1;53.9;72.9
1306;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2022;69.8;71.3;61.7;61.0;87.6;86.5;54.9;78.7
1307;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2023;72.9;73.1;61.6;60.8;88.5;87.6;54.5;76.4
1308;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2024;70.5;72.0;61.3;60.1;88.4;87.4;54.6;76.2
1309;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2014;69.0;71.3;63.5;62.4;90.5;91.4;50.3;57.0
1310;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2015;70.0;71.7;63.3;62.1;90.1;91.1;48.9;58.1
1311;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2016;70.4;73.6;62.8;62.0;89.5;91.9;49.7;60.8
1312;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2017;70.0;72.8;62.8;61.7;88.0;89.5;52.5;66.4
1313;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2018;68.4;71.3;61.9;61.3;88.6;89.8;52.3;70.9
1314;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2019;70.1;72.9;62.5;61.7;88.8;90.7;55.4;71.4
1315;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2020;73.8;75.5;62.8;63.1;91.0;91.9;55.0;69.8
1316;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2021;74.4;76.3;61.8;62.4;89.6;90.6;57.9;76.3
1317;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2022;73.0;74.5;62.6;62.1;89.9;88.9;58.3;81.5
1318;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2023;76.1;76.3;62.6;62.0;90.8;90.0;58.1;79.4
1319;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2024;73.7;75.2;62.4;61.3;90.6;89.7;58.2;79.1
1320;O-U Niet-commerciële dienstverlening;Waarde;2014;73.3;79.5;63.9;62.8;90.0;89.1;42.7;44.0
1321;O-U Niet-commerciële dienstverlening;Waarde;2015;73.2;79.6;63.9;63.1;90.1;89.7;44.8;46.9
1322;O-U Niet-commerciële dienstverlening;Waarde;2016;73.6;80.6;63.7;62.9;90.9;89.8;48.8;54.0
1323;O-U Niet-commerciële dienstverlening;Waarde;2017;72.1;79.0;63.7;62.7;89.0;87.8;51.7;59.9
1324;O-U Niet-commerciële dienstverlening;Waarde;2018;73.1;80.3;63.7;62.7;90.1;89.2;53.4;67.1
1325;O-U Niet-commerciële dienstverlening;Waarde;2019;74.9;80.8;63.7;62.9;90.1;88.9;53.6;68.6
1326;O-U Niet-commerciële dienstverlening;Waarde;2020;77.9;82.3;64.1;63.7;92.0;91.1;57.8;69.8
1327;O-U Niet-commerciële dienstverlening;Waarde;2021;78.0;82.1;63.8;63.6;91.0;90.0;58.1;73.5
1328;O-U Niet-commerciële dienstverlening;Waarde;2022;75.8;79.9;64.1;63.2;90.7;87.9;58.6;78.9
1329;O-U Niet-commerciële dienstverlening;Waarde;2023;78.0;81.4;64.1;63.4;91.9;89.1;59.9;79.3
1330;O-U Niet-commerciële dienstverlening;Waarde;2024;77.9;81.2;64.1;63.4;91.5;88.5;59.5;78.9
1331;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2014;72.4;78.7;63.8;62.6;89.4;88.5;41.7;43.0
