ID;Geslacht;TypeZelfstandige;ArbeidsmarktpositiePeiljaar;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Peiljaar;Perioden;StartendeZelfstandigen_1
220;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2012;0.1
221;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2013;0.1
222;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2014;
223;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2015;
224;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2008;0.0
225;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2009;0.1
226;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2010;0.1
227;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2011;0.1
228;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2012;0.1
229;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2013;
230;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2014;
231;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2015;
232;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2008;0.0
233;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2009;0.1
234;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2010;0.1
235;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2011;0.1
236;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2012;
237;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2013;
238;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2014;
239;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2015;
240;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;1 jaar na startjaar;2008;11.6
241;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;1 jaar na startjaar;2009;9.2
242;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;1 jaar na startjaar;2010;10.7
243;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;1 jaar na startjaar;2011;11.8
244;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;1 jaar na startjaar;2012;10.5
245;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;1 jaar na startjaar;2013;10.7
246;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;1 jaar na startjaar;2014;12.4
247;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;1 jaar na startjaar;2015;13.8
248;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;2 jaar na startjaar;2008;11.6
249;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;2 jaar na startjaar;2009;9.2
250;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;2 jaar na startjaar;2010;10.7
251;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;2 jaar na startjaar;2011;11.8
252;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;2 jaar na startjaar;2012;10.5
253;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;2 jaar na startjaar;2013;10.7
254;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;2 jaar na startjaar;2014;12.4
255;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;2 jaar na startjaar;2015;
256;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;3 jaar na startjaar;2008;11.6
257;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;3 jaar na startjaar;2009;9.2
258;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;3 jaar na startjaar;2010;10.7
259;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;3 jaar na startjaar;2011;11.8
260;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;3 jaar na startjaar;2012;10.5
261;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;3 jaar na startjaar;2013;10.7
262;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;3 jaar na startjaar;2014;
263;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;3 jaar na startjaar;2015;
264;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;4 jaar na startjaar;2008;11.6
265;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;4 jaar na startjaar;2009;9.2
266;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;4 jaar na startjaar;2010;10.7
267;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;4 jaar na startjaar;2011;11.8
268;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;4 jaar na startjaar;2012;10.5
269;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;4 jaar na startjaar;2013;
270;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;4 jaar na startjaar;2014;
271;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;4 jaar na startjaar;2015;
272;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;5 jaar na startjaar;2008;11.6
273;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;5 jaar na startjaar;2009;9.2
274;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;5 jaar na startjaar;2010;10.7
275;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;5 jaar na startjaar;2011;11.8
276;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;5 jaar na startjaar;2012;
277;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;5 jaar na startjaar;2013;
278;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;5 jaar na startjaar;2014;
279;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;F Bouwnijverheid;5 jaar na startjaar;2015;
280;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;1 jaar na startjaar;2008;13.3
281;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;1 jaar na startjaar;2009;13.1
282;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;1 jaar na startjaar;2010;16.6
283;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;1 jaar na startjaar;2011;18.4
284;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;1 jaar na startjaar;2012;16.3
285;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;1 jaar na startjaar;2013;16.5
286;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;1 jaar na startjaar;2014;18.0
287;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;1 jaar na startjaar;2015;19.5
288;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;2 jaar na startjaar;2008;13.3
289;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;2 jaar na startjaar;2009;13.1
290;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;2 jaar na startjaar;2010;16.6
291;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;2 jaar na startjaar;2011;18.4
292;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;2 jaar na startjaar;2012;16.3
293;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;2 jaar na startjaar;2013;16.5
294;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;2 jaar na startjaar;2014;18.0
295;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;2 jaar na startjaar;2015;
296;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;3 jaar na startjaar;2008;13.3
297;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;3 jaar na startjaar;2009;13.1
298;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;3 jaar na startjaar;2010;16.6
299;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;3 jaar na startjaar;2011;18.4
300;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;3 jaar na startjaar;2012;16.3
301;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;3 jaar na startjaar;2013;16.5
302;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;3 jaar na startjaar;2014;
303;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;3 jaar na startjaar;2015;
304;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;4 jaar na startjaar;2008;13.3
305;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;4 jaar na startjaar;2009;13.1
306;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;4 jaar na startjaar;2010;16.6
307;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;4 jaar na startjaar;2011;18.4
308;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;4 jaar na startjaar;2012;16.3
309;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;4 jaar na startjaar;2013;
310;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;4 jaar na startjaar;2014;
311;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;4 jaar na startjaar;2015;
312;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;5 jaar na startjaar;2008;13.3
313;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;5 jaar na startjaar;2009;13.1
314;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;5 jaar na startjaar;2010;16.6
315;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;5 jaar na startjaar;2011;18.4
316;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;5 jaar na startjaar;2012;
317;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;5 jaar na startjaar;2013;
318;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;5 jaar na startjaar;2014;
319;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;G Handel;5 jaar na startjaar;2015;
320;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;1 jaar na startjaar;2008;4.7
321;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;1 jaar na startjaar;2009;4.0
322;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;1 jaar na startjaar;2010;4.8
323;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;1 jaar na startjaar;2011;4.9
324;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;1 jaar na startjaar;2012;5.1
325;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;1 jaar na startjaar;2013;4.2
326;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;1 jaar na startjaar;2014;4.8
327;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;1 jaar na startjaar;2015;5.0
328;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;2 jaar na startjaar;2008;4.7
329;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;2 jaar na startjaar;2009;4.0
330;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;2 jaar na startjaar;2010;4.8
331;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;2 jaar na startjaar;2011;4.9
332;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;2 jaar na startjaar;2012;5.1
333;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;2 jaar na startjaar;2013;4.2
334;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;2 jaar na startjaar;2014;4.8
335;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;2 jaar na startjaar;2015;
336;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;3 jaar na startjaar;2008;4.7
337;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;3 jaar na startjaar;2009;4.0
338;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;3 jaar na startjaar;2010;4.8
339;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;3 jaar na startjaar;2011;4.9
340;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;3 jaar na startjaar;2012;5.1
341;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;3 jaar na startjaar;2013;4.2
342;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;3 jaar na startjaar;2014;
343;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;3 jaar na startjaar;2015;
344;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;4 jaar na startjaar;2008;4.7
345;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;4 jaar na startjaar;2009;4.0
346;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;4 jaar na startjaar;2010;4.8
347;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;4 jaar na startjaar;2011;4.9
348;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;4 jaar na startjaar;2012;5.1
349;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;4 jaar na startjaar;2013;
350;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;4 jaar na startjaar;2014;
351;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;4 jaar na startjaar;2015;
352;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;5 jaar na startjaar;2008;4.7
353;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;5 jaar na startjaar;2009;4.0
354;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;5 jaar na startjaar;2010;4.8
355;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;5 jaar na startjaar;2011;4.9
356;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;5 jaar na startjaar;2012;
357;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;5 jaar na startjaar;2013;
358;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;5 jaar na startjaar;2014;
359;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;H Vervoer en opslag;5 jaar na startjaar;2015;
360;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;1 jaar na startjaar;2008;4.0
361;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;1 jaar na startjaar;2009;4.6
362;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;1 jaar na startjaar;2010;5.3
363;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;1 jaar na startjaar;2011;5.6
364;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;1 jaar na startjaar;2012;5.4
365;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;1 jaar na startjaar;2013;5.5
366;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;1 jaar na startjaar;2014;6.0
367;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;1 jaar na startjaar;2015;6.5
368;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;2 jaar na startjaar;2008;4.0
369;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;2 jaar na startjaar;2009;4.6
370;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;2 jaar na startjaar;2010;5.3
371;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;2 jaar na startjaar;2011;5.6
372;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;2 jaar na startjaar;2012;5.4
373;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;2 jaar na startjaar;2013;5.5
374;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;2 jaar na startjaar;2014;6.0
375;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;2 jaar na startjaar;2015;
376;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;3 jaar na startjaar;2008;4.0
377;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;3 jaar na startjaar;2009;4.6
378;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;3 jaar na startjaar;2010;5.3
379;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;3 jaar na startjaar;2011;5.6
380;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;3 jaar na startjaar;2012;5.4
381;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;3 jaar na startjaar;2013;5.5
382;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;3 jaar na startjaar;2014;
383;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;3 jaar na startjaar;2015;
384;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;4 jaar na startjaar;2008;4.0
385;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;4 jaar na startjaar;2009;4.6
386;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;4 jaar na startjaar;2010;5.3
387;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;4 jaar na startjaar;2011;5.6
388;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;4 jaar na startjaar;2012;5.4
389;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;4 jaar na startjaar;2013;
390;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;4 jaar na startjaar;2014;
391;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;4 jaar na startjaar;2015;
392;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;5 jaar na startjaar;2008;4.0
393;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;5 jaar na startjaar;2009;4.6
394;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;5 jaar na startjaar;2010;5.3
395;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;5 jaar na startjaar;2011;5.6
396;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;5 jaar na startjaar;2012;
397;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;5 jaar na startjaar;2013;
398;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;5 jaar na startjaar;2014;
399;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;I Horeca;5 jaar na startjaar;2015;
400;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;1 jaar na startjaar;2008;4.8
401;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;1 jaar na startjaar;2009;4.8
402;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;1 jaar na startjaar;2010;6.4
403;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;1 jaar na startjaar;2011;7.2
404;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;1 jaar na startjaar;2012;6.9
405;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;1 jaar na startjaar;2013;6.4
406;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;1 jaar na startjaar;2014;6.7
407;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;1 jaar na startjaar;2015;8.8
408;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;2 jaar na startjaar;2008;4.8
409;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;2 jaar na startjaar;2009;4.8
410;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;2 jaar na startjaar;2010;6.4
411;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;2 jaar na startjaar;2011;7.2
412;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;2 jaar na startjaar;2012;6.9
413;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;2 jaar na startjaar;2013;6.4
414;Totaal mannen en vrouwen;Totaal;Totaal;Totaal personen;J Informatie en communicatie;2 jaar na startjaar;2014;6.7
