ID;Geslacht;Opleidingsclusters;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na3Jaar_23;Na4Jaar_24;Na5Jaar_25;Na6Jaar_26;Na7Jaar_27;Na8Jaar_28;Na9Jaar_29;Na3Jaar_30;Na4Jaar_31;Na5Jaar_32;Na6Jaar_33;Na7Jaar_34;Na8Jaar_35;Na9Jaar_36;Na1Jaar_37;Na2Jaar_38;Na3Jaar_39;Na4Jaar_40;Na5Jaar_41;Na6Jaar_42;Na7Jaar_43;Na8Jaar_44;InJaar2_45;InJaar3_46;InJaar4_47;InJaar5_48;InJaar6_49;InJaar7_50;InJaar8_51;InJaar9_52;InJaar2_53;InJaar3_54;InJaar4_55;InJaar5_56;InJaar6_57;InJaar7_58;InJaar8_59;InJaar9_60;InJaar2_61;InJaar3_62;InJaar4_63;InJaar5_64;InJaar6_65;InJaar7_66;InJaar8_67;InJaar9_68;InJaar2_69;InJaar3_70;InJaar4_71;InJaar5_72;InJaar6_73;InJaar7_74;InJaar8_75;InJaar9_76;InJaar2_77;InJaar3_78;InJaar4_79;InJaar5_80;InJaar6_81;InJaar7_82;InJaar8_83;InJaar9_84
277;Vrouwen;5;Cohort 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;Vrouwen;5;Cohort 1998;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;Vrouwen;5;Cohort 1999;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;Vrouwen;5;Cohort 2000;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;Vrouwen;5;Cohort 2001;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;Vrouwen;5;Cohort 2002;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;Vrouwen;5;Cohort 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;Vrouwen;5;Cohort 2004;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;Vrouwen;5;Cohort 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;Vrouwen;6;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;Vrouwen;6;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288;Vrouwen;6;Cohort 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289;Vrouwen;6;Cohort 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
290;Vrouwen;6;Cohort 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291;Vrouwen;6;Cohort 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
292;Vrouwen;6;Cohort 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293;Vrouwen;6;Cohort 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;Vrouwen;6;Cohort 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;Vrouwen;6;Cohort 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;Vrouwen;6;Cohort 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;Vrouwen;7;Cohort 1995;90.0;3.0;26.0;39.0;43.0;49.0;50.0;52.0;3.0;24.0;34.0;39.0;43.0;44.0;47.0;3.0;24.0;34.0;39.0;43.0;44.0;47.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;5.0;5.0;6.0;6.0;6.0;23.0;31.0;31.0;34.0;34.0;39.0;36.0;36.0;77.0;69.0;66.0;40.0;27.0;18.0;15.0;14.0;77.0;66.0;63.0;38.0;26.0;17.0;14.0;13.0;77.0;66.0;63.0;38.0;26.0;17.0;14.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;2.0;1.0;1.0;1.0;1.0
298;Vrouwen;7;Cohort 1996;100.0;5.0;28.0;43.0;55.0;60.0;65.0;67.0;5.0;27.0;42.0;53.0;57.0;62.0;63.0;5.0;27.0;42.0;53.0;57.0;62.0;63.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;3.0;3.0;4.0;21.0;29.0;30.0;30.0;33.0;32.0;34.0;33.0;79.0;71.0;65.0;43.0;25.0;13.0;6.0;2.0;77.0;70.0;62.0;42.0;23.0;11.0;6.0;1.0;77.0;70.0;62.0;42.0;23.0;11.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;3.0;1.0;2.0;2.0;0.0;1.0
299;Vrouwen;7;Cohort 1997;130.0;10.0;26.0;45.0;53.0;55.0;59.0;63.0;9.0;23.0;41.0;49.0;51.0;54.0;58.0;9.0;23.0;41.0;49.0;51.0;54.0;58.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;4.0;4.0;4.0;4.0;4.0;20.0;26.0;29.0;31.0;28.0;30.0;30.0;31.0;79.0;72.0;60.0;43.0;28.0;17.0;15.0;10.0;78.0;69.0;58.0;41.0;26.0;17.0;14.0;10.0;78.0;69.0;58.0;41.0;25.0;16.0;13.0;10.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;0.0;1.0;0.0
300;Vrouwen;7;Cohort 1998;110.0;2.0;17.0;33.0;43.0;50.0;55.0;;1.0;16.0;32.0;42.0;49.0;54.0;;1.0;16.0;32.0;42.0;49.0;54.0;;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;1.0;1.0;1.0;1.0;1.0;;22.0;26.0;24.0;27.0;29.0;31.0;34.0;35.0;77.0;73.0;74.0;56.0;38.0;26.0;16.0;10.0;77.0;73.0;73.0;55.0;37.0;25.0;14.0;8.0;76.0;71.0;72.0;54.0;35.0;23.0;13.0;6.0;1.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0
301;Vrouwen;7;Cohort 1999;90.0;4.0;38.0;52.0;60.0;65.0;;;2.0;35.0;47.0;53.0;59.0;;;2.0;35.0;47.0;53.0;59.0;;;0.0;0.0;0.0;0.0;0.0;;;2.0;3.0;5.0;7.0;7.0;;;27.0;33.0;28.0;34.0;30.0;29.0;30.0;;73.0;67.0;67.0;28.0;17.0;11.0;4.0;;72.0;62.0;63.0;25.0;16.0;9.0;2.0;;72.0;62.0;62.0;25.0;15.0;8.0;2.0;;0.0;0.0;1.0;0.0;1.0;1.0;0.0;;1.0;5.0;4.0;3.0;1.0;2.0;2.0;
302;Vrouwen;7;Cohort 2000;150.0;5.0;28.0;44.0;57.0;;;;5.0;27.0;42.0;54.0;;;;5.0;27.0;42.0;54.0;;;;0.0;0.0;0.0;0.0;;;;1.0;1.0;2.0;3.0;;;;21.0;25.0;28.0;28.0;29.0;31.0;;;79.0;75.0;66.0;43.0;26.0;12.0;;;79.0;74.0;65.0;41.0;25.0;12.0;;;79.0;74.0;65.0;41.0;25.0;12.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;1.0;1.0;2.0;1.0;0.0;;
303;Vrouwen;7;Cohort 2001;130.0;8.0;38.0;47.0;;;;;7.0;37.0;46.0;;;;;7.0;37.0;46.0;;;;;0.0;0.0;0.0;;;;;1.0;1.0;1.0;;;;;21.0;25.0;31.0;31.0;33.0;;;;79.0;75.0;61.0;31.0;20.0;;;;78.0;72.0;60.0;31.0;18.0;;;;78.0;72.0;60.0;31.0;18.0;;;;0.0;0.0;0.0;0.0;0.0;;;;1.0;3.0;1.0;0.0;2.0;;;
304;Vrouwen;7;Cohort 2002;150.0;3.0;36.0;;;;;;2.0;34.0;;;;;;2.0;34.0;;;;;;0.0;0.0;;;;;;1.0;2.0;;;;;;16.0;25.0;26.0;32.0;;;;;83.0;75.0;71.0;32.0;;;;;83.0;73.0;69.0;32.0;;;;;82.0;73.0;69.0;32.0;;;;;1.0;0.0;0.0;1.0;;;;;0.0;1.0;2.0;0.0;;;;
305;Vrouwen;7;Cohort 2003;150.0;19.0;;;;;;;19.0;;;;;;;19.0;;;;;;;0.0;;;;;;;0.0;;;;;;;18.0;21.0;24.0;;;;;;81.0;78.0;58.0;;;;;;81.0;78.0;56.0;;;;;;81.0;78.0;55.0;;;;;;0.0;0.0;1.0;;;;;;0.0;1.0;2.0;;;;;
306;Vrouwen;7;Cohort 2004;70.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.0;31.0;;;;;;;78.0;66.0;;;;;;;75.0;62.0;;;;;;;75.0;62.0;;;;;;;0.0;0.0;;;;;;;3.0;5.0;;;;;;
307;Vrouwen;7;Cohort 2005;70.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.0;;;;;;;;58.0;;;;;;;;55.0;;;;;;;;54.0;;;;;;;;1.0;;;;;;;;3.0;;;;;;;
308;Vrouwen;8;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
309;Vrouwen;8;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310;Vrouwen;8;Cohort 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311;Vrouwen;8;Cohort 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312;Vrouwen;8;Cohort 1999;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313;Vrouwen;8;Cohort 2000;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
314;Vrouwen;8;Cohort 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;Vrouwen;8;Cohort 2002;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
316;Vrouwen;8;Cohort 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
317;Vrouwen;8;Cohort 2004;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
318;Vrouwen;8;Cohort 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
319;Vrouwen;9;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320;Vrouwen;9;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
321;Vrouwen;9;Cohort 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;Vrouwen;9;Cohort 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
323;Vrouwen;9;Cohort 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
324;Vrouwen;9;Cohort 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;Vrouwen;9;Cohort 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;Vrouwen;9;Cohort 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;Vrouwen;9;Cohort 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;Vrouwen;9;Cohort 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;Vrouwen;9;Cohort 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
