ID;EconomicActivityNCEA2008;Regions;Periods;NumberOfLocalUnits_1
487;A-U All economic activities;Eindhoven (SG);2008;21595
488;A-U All economic activities;Eindhoven (SG);2009;22780
489;A-U All economic activities;Eindhoven (SG);2010;23320
490;A-U All economic activities;Geleen/Sittard (SG);2006;6515
491;A-U All economic activities;Geleen/Sittard (SG);2007;6755
492;A-U All economic activities;Geleen/Sittard (SG);2008;7040
493;A-U All economic activities;Geleen/Sittard (SG);2009;7295
494;A-U All economic activities;Geleen/Sittard (SG);2010;7385
495;A-U All economic activities;Heerlen (SG);2006;9310
496;A-U All economic activities;Heerlen (SG);2007;9760
497;A-U All economic activities;Heerlen (SG);2008;9995
498;A-U All economic activities;Heerlen (SG);2009;10360
499;A-U All economic activities;Heerlen (SG);2010;10420
500;A-U All economic activities;Maastricht (SG);2006;8535
501;A-U All economic activities;Maastricht (SG);2007;8815
502;A-U All economic activities;Maastricht (SG);2008;9015
503;A-U All economic activities;Maastricht (SG);2009;9340
504;A-U All economic activities;Maastricht (SG);2010;9500
505;A Agriculture, forestry and fishing;Nederland;2006;90935
506;A Agriculture, forestry and fishing;Nederland;2007;88810
507;A Agriculture, forestry and fishing;Nederland;2008;86830
508;A Agriculture, forestry and fishing;Nederland;2009;86375
509;A Agriculture, forestry and fishing;Nederland;2010;84680
510;A Agriculture, forestry and fishing;Noord-Nederland (LD);2006;15455
511;A Agriculture, forestry and fishing;Noord-Nederland (LD);2007;15100
512;A Agriculture, forestry and fishing;Noord-Nederland (LD);2008;14775
513;A Agriculture, forestry and fishing;Noord-Nederland (LD);2009;14880
514;A Agriculture, forestry and fishing;Noord-Nederland (LD);2010;14605
515;A Agriculture, forestry and fishing;Oost-Nederland (LD);2006;28160
516;A Agriculture, forestry and fishing;Oost-Nederland (LD);2007;27515
517;A Agriculture, forestry and fishing;Oost-Nederland (LD);2008;26865
518;A Agriculture, forestry and fishing;Oost-Nederland (LD);2009;26525
519;A Agriculture, forestry and fishing;Oost-Nederland (LD);2010;25935
520;A Agriculture, forestry and fishing;West-Nederland (LD);2006;25560
521;A Agriculture, forestry and fishing;West-Nederland (LD);2007;24920
522;A Agriculture, forestry and fishing;West-Nederland (LD);2008;24545
523;A Agriculture, forestry and fishing;West-Nederland (LD);2009;24600
524;A Agriculture, forestry and fishing;West-Nederland (LD);2010;24245
525;A Agriculture, forestry and fishing;Zuid-Nederland (LD);2006;21760
526;A Agriculture, forestry and fishing;Zuid-Nederland (LD);2007;21275
527;A Agriculture, forestry and fishing;Zuid-Nederland (LD);2008;20650
528;A Agriculture, forestry and fishing;Zuid-Nederland (LD);2009;20370
529;A Agriculture, forestry and fishing;Zuid-Nederland (LD);2010;19890
530;A Agriculture, forestry and fishing;Groningen (PV);2006;4015
531;A Agriculture, forestry and fishing;Groningen (PV);2007;3910
532;A Agriculture, forestry and fishing;Groningen (PV);2008;3850
533;A Agriculture, forestry and fishing;Groningen (PV);2009;3890
534;A Agriculture, forestry and fishing;Groningen (PV);2010;3825
535;A Agriculture, forestry and fishing;Friesland (PV);2006;6850
536;A Agriculture, forestry and fishing;Friesland (PV);2007;6660
537;A Agriculture, forestry and fishing;Friesland (PV);2008;6530
538;A Agriculture, forestry and fishing;Friesland (PV);2009;6550
539;A Agriculture, forestry and fishing;Friesland (PV);2010;6480
540;A Agriculture, forestry and fishing;Drenthe (PV);2006;4595
541;A Agriculture, forestry and fishing;Drenthe (PV);2007;4525
542;A Agriculture, forestry and fishing;Drenthe (PV);2008;4395
543;A Agriculture, forestry and fishing;Drenthe (PV);2009;4435
544;A Agriculture, forestry and fishing;Drenthe (PV);2010;4305
545;A Agriculture, forestry and fishing;Overijssel (PV);2006;10495
546;A Agriculture, forestry and fishing;Overijssel (PV);2007;10270
547;A Agriculture, forestry and fishing;Overijssel (PV);2008;10020
548;A Agriculture, forestry and fishing;Overijssel (PV);2009;9905
549;A Agriculture, forestry and fishing;Overijssel (PV);2010;9705
550;A Agriculture, forestry and fishing;Flevoland (PV);2006;2415
551;A Agriculture, forestry and fishing;Flevoland (PV);2007;2400
552;A Agriculture, forestry and fishing;Flevoland (PV);2008;2360
553;A Agriculture, forestry and fishing;Flevoland (PV);2009;2335
554;A Agriculture, forestry and fishing;Flevoland (PV);2010;2280
555;A Agriculture, forestry and fishing;Gelderland (PV);2006;15255
556;A Agriculture, forestry and fishing;Gelderland (PV);2007;14845
557;A Agriculture, forestry and fishing;Gelderland (PV);2008;14485
558;A Agriculture, forestry and fishing;Gelderland (PV);2009;14285
559;A Agriculture, forestry and fishing;Gelderland (PV);2010;13955
560;A Agriculture, forestry and fishing;Utrecht (PV);2006;3770
561;A Agriculture, forestry and fishing;Utrecht (PV);2007;3665
562;A Agriculture, forestry and fishing;Utrecht (PV);2008;3620
563;A Agriculture, forestry and fishing;Utrecht (PV);2009;3610
564;A Agriculture, forestry and fishing;Utrecht (PV);2010;3550
565;A Agriculture, forestry and fishing;Noord-Holland (PV);2006;6675
566;A Agriculture, forestry and fishing;Noord-Holland (PV);2007;6405
567;A Agriculture, forestry and fishing;Noord-Holland (PV);2008;6275
568;A Agriculture, forestry and fishing;Noord-Holland (PV);2009;6200
569;A Agriculture, forestry and fishing;Noord-Holland (PV);2010;6045
570;A Agriculture, forestry and fishing;Zuid-Holland (PV);2006;10980
571;A Agriculture, forestry and fishing;Zuid-Holland (PV);2007;10765
572;A Agriculture, forestry and fishing;Zuid-Holland (PV);2008;10715
573;A Agriculture, forestry and fishing;Zuid-Holland (PV);2009;10930
574;A Agriculture, forestry and fishing;Zuid-Holland (PV);2010;10865
575;A Agriculture, forestry and fishing;Zeeland (PV);2006;4130
576;A Agriculture, forestry and fishing;Zeeland (PV);2007;4080
577;A Agriculture, forestry and fishing;Zeeland (PV);2008;3930
578;A Agriculture, forestry and fishing;Zeeland (PV);2009;3860
579;A Agriculture, forestry and fishing;Zeeland (PV);2010;3780
580;A Agriculture, forestry and fishing;Noord-Brabant (PV);2006;15740
581;A Agriculture, forestry and fishing;Noord-Brabant (PV);2007;15425
582;A Agriculture, forestry and fishing;Noord-Brabant (PV);2008;14985
583;A Agriculture, forestry and fishing;Noord-Brabant (PV);2009;14780
584;A Agriculture, forestry and fishing;Noord-Brabant (PV);2010;14425
585;A Agriculture, forestry and fishing;Limburg (PV);2006;6015
586;A Agriculture, forestry and fishing;Limburg (PV);2007;5850
587;A Agriculture, forestry and fishing;Limburg (PV);2008;5665
588;A Agriculture, forestry and fishing;Limburg (PV);2009;5590
589;A Agriculture, forestry and fishing;Limburg (PV);2010;5465
590;A Agriculture, forestry and fishing;Oost-Groningen (CR);2006;1220
591;A Agriculture, forestry and fishing;Oost-Groningen (CR);2007;1215
592;A Agriculture, forestry and fishing;Oost-Groningen (CR);2008;1170
593;A Agriculture, forestry and fishing;Oost-Groningen (CR);2009;1175
594;A Agriculture, forestry and fishing;Oost-Groningen (CR);2010;1155
595;A Agriculture, forestry and fishing;Delfzijl en omgeving (CR);2006;420
596;A Agriculture, forestry and fishing;Delfzijl en omgeving (CR);2007;410
597;A Agriculture, forestry and fishing;Delfzijl en omgeving (CR);2008;420
598;A Agriculture, forestry and fishing;Delfzijl en omgeving (CR);2009;430
599;A Agriculture, forestry and fishing;Delfzijl en omgeving (CR);2010;430
600;A Agriculture, forestry and fishing;Overig Groningen (CR);2006;2375
601;A Agriculture, forestry and fishing;Overig Groningen (CR);2007;2285
602;A Agriculture, forestry and fishing;Overig Groningen (CR);2008;2260
603;A Agriculture, forestry and fishing;Overig Groningen (CR);2009;2290
604;A Agriculture, forestry and fishing;Overig Groningen (CR);2010;2240
605;A Agriculture, forestry and fishing;Noord-Friesland (CR);2006;3175
606;A Agriculture, forestry and fishing;Noord-Friesland (CR);2007;3090
607;A Agriculture, forestry and fishing;Noord-Friesland (CR);2008;3045
608;A Agriculture, forestry and fishing;Noord-Friesland (CR);2009;3060
609;A Agriculture, forestry and fishing;Noord-Friesland (CR);2010;3050
610;A Agriculture, forestry and fishing;Zuidwest-Friesland (CR);2006;1370
611;A Agriculture, forestry and fishing;Zuidwest-Friesland (CR);2007;1335
612;A Agriculture, forestry and fishing;Zuidwest-Friesland (CR);2008;1290
613;A Agriculture, forestry and fishing;Zuidwest-Friesland (CR);2009;1295
614;A Agriculture, forestry and fishing;Zuidwest-Friesland (CR);2010;1275
615;A Agriculture, forestry and fishing;Zuidoost-Friesland (CR);2006;2300
616;A Agriculture, forestry and fishing;Zuidoost-Friesland (CR);2007;2235
617;A Agriculture, forestry and fishing;Zuidoost-Friesland (CR);2008;2195
618;A Agriculture, forestry and fishing;Zuidoost-Friesland (CR);2009;2200
619;A Agriculture, forestry and fishing;Zuidoost-Friesland (CR);2010;2155
620;A Agriculture, forestry and fishing;Noord-Drenthe (CR);2006;1680
621;A Agriculture, forestry and fishing;Noord-Drenthe (CR);2007;1660
622;A Agriculture, forestry and fishing;Noord-Drenthe (CR);2008;1595
623;A Agriculture, forestry and fishing;Noord-Drenthe (CR);2009;1620
624;A Agriculture, forestry and fishing;Noord-Drenthe (CR);2010;1595
625;A Agriculture, forestry and fishing;Zuidoost-Drenthe (CR);2006;1475
626;A Agriculture, forestry and fishing;Zuidoost-Drenthe (CR);2007;1455
627;A Agriculture, forestry and fishing;Zuidoost-Drenthe (CR);2008;1415
628;A Agriculture, forestry and fishing;Zuidoost-Drenthe (CR);2009;1405
629;A Agriculture, forestry and fishing;Zuidoost-Drenthe (CR);2010;1340
630;A Agriculture, forestry and fishing;Zuidwest-Drenthe (CR);2006;1440
631;A Agriculture, forestry and fishing;Zuidwest-Drenthe (CR);2007;1410
632;A Agriculture, forestry and fishing;Zuidwest-Drenthe (CR);2008;1380
633;A Agriculture, forestry and fishing;Zuidwest-Drenthe (CR);2009;1410
634;A Agriculture, forestry and fishing;Zuidwest-Drenthe (CR);2010;1370
635;A Agriculture, forestry and fishing;Noord-Overijssel (CR);2006;3965
636;A Agriculture, forestry and fishing;Noord-Overijssel (CR);2007;3900
637;A Agriculture, forestry and fishing;Noord-Overijssel (CR);2008;3825
638;A Agriculture, forestry and fishing;Noord-Overijssel (CR);2009;3800
639;A Agriculture, forestry and fishing;Noord-Overijssel (CR);2010;3725
640;A Agriculture, forestry and fishing;Zuidwest-Overijssel (CR);2006;1525
641;A Agriculture, forestry and fishing;Zuidwest-Overijssel (CR);2007;1490
642;A Agriculture, forestry and fishing;Zuidwest-Overijssel (CR);2008;1460
643;A Agriculture, forestry and fishing;Zuidwest-Overijssel (CR);2009;1445
644;A Agriculture, forestry and fishing;Zuidwest-Overijssel (CR);2010;1415
645;A Agriculture, forestry and fishing;Twente (CR);2006;5005
646;A Agriculture, forestry and fishing;Twente (CR);2007;4880
647;A Agriculture, forestry and fishing;Twente (CR);2008;4730
648;A Agriculture, forestry and fishing;Twente (CR);2009;4660
649;A Agriculture, forestry and fishing;Twente (CR);2010;4560
650;A Agriculture, forestry and fishing;Veluwe (CR);2006;5035
651;A Agriculture, forestry and fishing;Veluwe (CR);2007;4940
652;A Agriculture, forestry and fishing;Veluwe (CR);2008;4805
653;A Agriculture, forestry and fishing;Veluwe (CR);2009;4775
654;A Agriculture, forestry and fishing;Veluwe (CR);2010;4680
655;A Agriculture, forestry and fishing;Achterhoek (CR);2006;5220
656;A Agriculture, forestry and fishing;Achterhoek (CR);2007;5075
657;A Agriculture, forestry and fishing;Achterhoek (CR);2008;4925
658;A Agriculture, forestry and fishing;Achterhoek (CR);2009;4860
659;A Agriculture, forestry and fishing;Achterhoek (CR);2010;4765
660;A Agriculture, forestry and fishing;Arnhem/Nijmegen (CR);2006;2090
661;A Agriculture, forestry and fishing;Arnhem/Nijmegen (CR);2007;2035
662;A Agriculture, forestry and fishing;Arnhem/Nijmegen (CR);2008;2005
663;A Agriculture, forestry and fishing;Arnhem/Nijmegen (CR);2009;1955
664;A Agriculture, forestry and fishing;Arnhem/Nijmegen (CR);2010;1895
665;A Agriculture, forestry and fishing;Zuidwest-Gelderland (CR);2006;2905
666;A Agriculture, forestry and fishing;Zuidwest-Gelderland (CR);2007;2800
667;A Agriculture, forestry and fishing;Zuidwest-Gelderland (CR);2008;2755
668;A Agriculture, forestry and fishing;Zuidwest-Gelderland (CR);2009;2690
669;A Agriculture, forestry and fishing;Zuidwest-Gelderland (CR);2010;2615
670;A Agriculture, forestry and fishing;Utrecht (CR);2006;3770
671;A Agriculture, forestry and fishing;Utrecht (CR);2007;3665
672;A Agriculture, forestry and fishing;Utrecht (CR);2008;3620
673;A Agriculture, forestry and fishing;Utrecht (CR);2009;3610
674;A Agriculture, forestry and fishing;Utrecht (CR);2010;3550
675;A Agriculture, forestry and fishing;Kop van Noord-Holland (CR);2006;3375
676;A Agriculture, forestry and fishing;Kop van Noord-Holland (CR);2007;3255
677;A Agriculture, forestry and fishing;Kop van Noord-Holland (CR);2008;3190
678;A Agriculture, forestry and fishing;Kop van Noord-Holland (CR);2009;3170
679;A Agriculture, forestry and fishing;Kop van Noord-Holland (CR);2010;3070
680;A Agriculture, forestry and fishing;Alkmaar en omgeving (CR);2006;640
681;A Agriculture, forestry and fishing;Alkmaar en omgeving (CR);2007;610
682;A Agriculture, forestry and fishing;Alkmaar en omgeving (CR);2008;595
683;A Agriculture, forestry and fishing;Alkmaar en omgeving (CR);2009;585
684;A Agriculture, forestry and fishing;Alkmaar en omgeving (CR);2010;570
685;A Agriculture, forestry and fishing;IJmond (CR);2006;325
686;A Agriculture, forestry and fishing;IJmond (CR);2007;310
687;A Agriculture, forestry and fishing;IJmond (CR);2008;300
688;A Agriculture, forestry and fishing;IJmond (CR);2009;295
689;A Agriculture, forestry and fishing;IJmond (CR);2010;295
690;A Agriculture, forestry and fishing;Agglomeratie Haarlem (CR);2006;90
691;A Agriculture, forestry and fishing;Agglomeratie Haarlem (CR);2007;75
692;A Agriculture, forestry and fishing;Agglomeratie Haarlem (CR);2008;75
693;A Agriculture, forestry and fishing;Agglomeratie Haarlem (CR);2009;75
694;A Agriculture, forestry and fishing;Agglomeratie Haarlem (CR);2010;65
695;A Agriculture, forestry and fishing;Zaanstreek (CR);2006;235
696;A Agriculture, forestry and fishing;Zaanstreek (CR);2007;225
697;A Agriculture, forestry and fishing;Zaanstreek (CR);2008;220
698;A Agriculture, forestry and fishing;Zaanstreek (CR);2009;220
699;A Agriculture, forestry and fishing;Zaanstreek (CR);2010;225
700;A Agriculture, forestry and fishing;Groot-Amsterdam (CR);2006;1710
701;A Agriculture, forestry and fishing;Groot-Amsterdam (CR);2007;1650
702;A Agriculture, forestry and fishing;Groot-Amsterdam (CR);2008;1620
703;A Agriculture, forestry and fishing;Groot-Amsterdam (CR);2009;1590
704;A Agriculture, forestry and fishing;Groot-Amsterdam (CR);2010;1550
705;A Agriculture, forestry and fishing;Het Gooi en Vechtstreek (CR);2006;300
706;A Agriculture, forestry and fishing;Het Gooi en Vechtstreek (CR);2007;280
707;A Agriculture, forestry and fishing;Het Gooi en Vechtstreek (CR);2008;275
708;A Agriculture, forestry and fishing;Het Gooi en Vechtstreek (CR);2009;270
709;A Agriculture, forestry and fishing;Het Gooi en Vechtstreek (CR);2010;270
710;A Agriculture, forestry and fishing;Agglomeratie Leiden en Bollenstreek (CR);2006;1225
711;A Agriculture, forestry and fishing;Agglomeratie Leiden en Bollenstreek (CR);2007;1165
